Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2022/09/22_20:51:09.807;3.166685;9.09872;148.2579;0.1729126;
MW2;2022/09/22_20:51:18.798;6.97406;15.01626;314.9091;2.615059;
MW3;2022/09/22_20:51:38.597;4.852581;1.534421;478.9906;1.204285;
MW4;2022/09/22_20:51:44.349;3.747211;7.420503;306.7126;1.498833;
MW5;2022/09/22_20:51:49.981;3.615211;10.25891;60.78951;2.54129;
MW6;2022/09/22_20:51:54.312;2.319633;6.900863;86.89458;1.165672;
