Task;Timestamp;PosX;PosY;PosZ;RotX;RotY;RotZ;HeadPosX;HeadPosY;HeadPosZ;HeadRotX;HeadRotY;HeadRotZ;LHandPosX;LHandPosY;LHandPosZ;LHandRotX;LHandRotY;LHandRotZ;RHandPosX;RHandPosY;RHandPosZ;RHandRotX;RHandRotY;RHandRotZ;HipPosX;HipPosY;HipPosZ;HipRotX;HipRotY;HipRotZ;LLegPosX;LLegPosY;LLegPosZ;LLegRotX;LLegRotY;LLegRotZ;RLegPosX;RLegPosY;RLegPosZ;RLegRotX;RLegRotY;RLegRotZ;TargetPosX;TargetPosY;TargetPosZ;GWAngle
MW;2022/09/22_20:51:54.363;-10.19259;0.07999998;21.25521;0;270;0;0.1527369;0.9637825;-0.663837;34.9772;17.35039;357.3529;0;0;0;0;0;0;0.282085;0.7451954;-0.4515672;307.2704;351.5049;349.1277;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-10.69215;0.07999992;21.17608;0;270;0;0.152807;0.963181;-0.6634648;35.40963;17.14978;357.2234;0;0;0;0;0;0;0.2845981;0.7463369;-0.4485121;308.0694;353.4505;349.081;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-10.78566;0.07999998;21.16127;0;270;0;0.1527901;0.9634075;-0.6633294;35.3067;17.00902;357.2085;0;0;0;0;0;0;0.2849789;0.7467245;-0.449498;307.8096;353.3584;348.6751;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-10.843;0.07999998;21.15219;0;270;0;0.1526431;0.9637467;-0.6633675;35.09053;16.55548;357.2021;0;0;0;0;0;0;0.2854412;0.7468932;-0.4503738;307.64;353.1768;347.9974;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-10.90497;0.07999992;21.14237;0;270;0;0.1523798;0.9641502;-0.6631985;34.93265;16.18221;357.1615;0;0;0;0;0;0;0.2845935;0.7467339;-0.4538021;307.3414;352.8648;347.7969;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-10.94861;0.07999998;21.13546;0;270;0;0.1520761;0.9644682;-0.6629677;34.69165;15.78167;357.0826;0;0;0;0;0;0;0.2847588;0.746897;-0.4541891;307.1921;352.7179;347.3491;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-10.98649;0.07999992;21.12946;0;270;0;0.1517365;0.9650004;-0.6628664;34.43787;15.27384;356.9836;0;0;0;0;0;0;0.2850262;0.7469516;-0.4526653;307.3344;352.6513;347.113;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.01629;0.07999998;21.12474;0;270;0;0.151354;0.9655403;-0.6629863;34.15739;14.76049;356.9038;0;0;0;0;0;0;0.2844538;0.7461336;-0.4551222;307.6115;352.652;346.8414;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.04544;0.07999998;21.12012;0;270;0;0.1505716;0.9660231;-0.6630108;33.86608;14.10517;356.6453;0;0;0;0;0;0;0.2857127;0.745649;-0.4556143;307.6394;353.5052;345.9816;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.06194;0.07999998;21.11751;0;270;0;0.1501245;0.9661912;-0.6630485;33.73861;13.76505;356.4863;0;0;0;0;0;0;0.2869275;0.745072;-0.4547382;307.8176;354.1376;345.6279;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999998;21.11621;0;270;0;0.1496353;0.966594;-0.6633215;33.60575;13.49423;356.2934;0;0;0;0;0;0;0.2876356;0.7445758;-0.4547759;307.8688;354.2547;345.5816;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999998;21.11621;0;270;0;0.149511;0.9668896;-0.6633987;33.44105;13.45292;356.2856;0;0;0;0;0;0;0.2887525;0.7448326;-0.4529266;307.8495;354.7083;345.8218;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999998;21.11621;0;270;0;0.1494888;0.9671578;-0.6633275;33.22054;13.46448;356.3348;0;0;0;0;0;0;0.2892632;0.7448589;-0.4555371;307.6296;355.4265;345.8712;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999998;21.11621;0;270;0;0.1495781;0.9675746;-0.6632824;32.8992;13.3825;356.3124;0;0;0;0;0;0;0.2907618;0.7453606;-0.4551209;307.4845;356.1235;345.6473;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999998;21.11621;0;270;0;0.1496028;0.9678898;-0.663291;32.73072;13.30895;356.2853;0;0;0;0;0;0;0.2912358;0.7456672;-0.455898;307.3399;356.4022;345.5255;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999998;21.11621;0;270;0;0.1497295;0.9686855;-0.663197;32.16168;13.17708;356.1723;0;0;0;0;0;0;0.2933182;0.7463185;-0.4557051;307.075;357.3391;345.4614;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1499093;0.9694961;-0.6631281;31.61614;13.0269;356.0373;0;0;0;0;0;0;0.2951265;0.7466822;-0.4544031;307.0384;358.1475;345.6439;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1498903;0.9707086;-0.6631057;30.75048;12.68541;355.8151;0;0;0;0;0;0;0.2978092;0.747622;-0.4519053;306.9003;359.2183;345.2353;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1498775;0.9713488;-0.6629221;30.28227;12.44156;355.701;0;0;0;0;0;0;0.2984218;0.7477633;-0.4537787;306.7098;359.7279;344.8735;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1496537;0.972683;-0.6632752;29.48497;11.92852;355.3632;0;0;0;0;0;0;0.3013935;0.7485136;-0.451447;306.7066;1.006973;343.7717;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1495415;0.9738735;-0.6635907;28.75487;11.4931;354.9626;0;0;0;0;0;0;0.3026479;0.7485628;-0.4528294;306.5956;1.817862;343.2537;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1496097;0.9750288;-0.6638942;28.05047;11.11343;354.6269;0;0;0;0;0;0;0.3045317;0.7493748;-0.4524038;306.2592;2.737303;342.916;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.150031;0.9769461;-0.6642673;26.74892;10.54924;354.3475;0;0;0;0;0;0;0.3075128;0.7506793;-0.4520133;305.6669;4.500055;342.138;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1502249;0.9782044;-0.6646128;25.88351;10.03323;354.1295;0;0;0;0;0;0;0.3092278;0.751236;-0.4490286;305.8466;5.735241;343.0185;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1506519;0.9793892;-0.6651094;25.02831;9.589106;353.7508;0;0;0;0;0;0;0.3095486;0.7521527;-0.4491493;305.705;6.776239;344.2718;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1511104;0.9804723;-0.6654246;24.15408;9.244546;353.3391;0;0;0;0;0;0;0.3103174;0.7530801;-0.4473666;305.9221;7.849822;345.0729;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.151769;0.9817194;-0.6659572;23.21513;8.897815;353.0999;0;0;0;0;0;0;0.3131984;0.7535092;-0.4435966;306.6285;10.25471;345.0339;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.152045;0.9823139;-0.6661403;22.75513;8.706263;353.0125;0;0;0;0;0;0;0.3144467;0.7528179;-0.4431988;307.1795;11.78543;345.6536;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1525592;0.9834938;-0.6667137;21.94344;8.281757;352.7306;0;0;0;0;0;0;0.317249;0.7527199;-0.441263;307.8438;15.0569;347.5414;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1530267;0.9845037;-0.6675296;21.28579;7.938655;352.3427;0;0;0;0;0;0;0.3207092;0.7538791;-0.4429146;307.1957;18.49315;348.4231;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1534512;0.9852777;-0.6684;20.7628;7.678791;351.9485;0;0;0;0;0;0;0.322239;0.7547671;-0.4439182;306.6374;19.32072;348.0382;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1539108;0.9859995;-0.669533;20.30298;7.481668;351.6892;0;0;0;0;0;0;0.3204859;0.7554448;-0.4399518;306.1935;16.54876;349.0816;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.363;-11.07012;0.07999992;21.11621;0;270;0;0.1543839;0.9866251;-0.6706989;19.87237;7.292486;351.5919;0;0;0;0;0;0;0.3162837;0.7551275;-0.441869;305.2657;12.59856;351.6542;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1547834;0.9870974;-0.6717429;19.59046;7.102298;351.4946;0;0;0;0;0;0;0.3131853;0.7542717;-0.4401347;304.8226;9.571497;353.8918;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.155111;0.9875469;-0.6726203;19.38998;6.993885;351.3314;0;0;0;0;0;0;0.3139064;0.753457;-0.4378166;304.8604;8.614261;353.1078;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1553962;0.9880586;-0.6734192;19.20291;6.951935;351.2088;0;0;0;0;0;0;0.3146717;0.7526124;-0.4430013;303.7033;8.461703;349.5894;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1557063;0.9882392;-0.6743407;19.1962;6.965327;351.027;0;0;0;0;0;0;0.3179533;0.751748;-0.4433316;303.8509;8.716186;343.0094;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1559548;0.9882072;-0.6747882;19.37389;7.022171;351.0001;0;0;0;0;0;0;0.3183931;0.7490553;-0.4410229;305.1427;7.418371;344.6211;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1561214;0.9882028;-0.6749043;19.54611;6.99006;351.0609;0;0;0;0;0;0;0.3184378;0.7489234;-0.4408814;304.5556;5.334868;346.5987;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1564941;0.9882618;-0.6744685;19.57581;6.902785;351.1962;0;0;0;0;0;0;0.3186701;0.7492389;-0.4441981;304.0892;4.4752;347.1008;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1567514;0.9883518;-0.6738462;19.57163;6.886384;351.3074;0;0;0;0;0;0;0.3215742;0.7498839;-0.4441591;304.3716;4.976773;345.1641;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1567484;0.9883509;-0.6735559;19.64425;6.909575;351.3722;0;0;0;0;0;0;0.3250979;0.749301;-0.441525;305.1365;5.630171;343.6246;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1569746;0.9884125;-0.6726646;19.72716;6.97083;351.441;0;0;0;0;0;0;0.3270605;0.7482028;-0.4419426;305.5562;5.985116;342.9445;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1570942;0.9883597;-0.6717238;19.79864;7.038164;351.6618;0;0;0;0;0;0;0.3296534;0.7472516;-0.4401185;306.1442;6.350698;341.9417;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.157374;0.9881314;-0.6709297;19.88204;7.162651;351.9301;0;0;0;0;0;0;0.3312526;0.7469329;-0.4369967;306.7672;5.77737;341.0622;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1573843;0.9881549;-0.6704993;19.94909;7.260929;352.0533;0;0;0;0;0;0;0.3316635;0.7469411;-0.437678;306.8718;5.549923;340.7126;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1577423;0.9881392;-0.6693316;20.09722;7.645776;352.4305;0;0;0;0;0;0;0.3350736;0.748656;-0.4359076;306.9746;5.81348;338.3029;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1579757;0.9880812;-0.668591;20.13102;7.922379;352.6386;0;0;0;0;0;0;0.3388598;0.7500883;-0.4332213;307.2979;6.564548;336.9018;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1581838;0.9880587;-0.6676328;20.10627;8.164352;352.7744;0;0;0;0;0;0;0.341222;0.75078;-0.4316526;307.9104;6.753224;337.0447;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1581951;0.9880699;-0.6664543;20.16259;8.327341;352.8354;0;0;0;0;0;0;0.3419874;0.7528452;-0.4301686;307.4629;5.574759;339.8276;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1583261;0.988081;-0.664644;20.3459;8.494663;353.0346;0;0;0;0;0;0;0.3396146;0.7572725;-0.4295298;306.1784;1.563689;345.5885;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1582381;0.9879709;-0.6634727;20.37535;8.574684;353.2471;0;0;0;0;0;0;0.3398113;0.7599505;-0.4274408;305.6035;0.9390807;347.8544;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1582191;0.987952;-0.6629429;20.40824;8.597608;353.2749;0;0;0;0;0;0;0.3399557;0.7606393;-0.4282776;305.6742;1.169667;348.2701;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.157643;0.9877223;-0.6611233;20.6265;8.613241;353.3955;0;0;0;0;0;0;0.341188;0.7615283;-0.4267396;305.8998;1.222482;348.1646;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1571528;0.9875978;-0.659909;20.71366;8.509391;353.559;0;0;0;0;0;0;0.3424443;0.7623075;-0.4247038;305.7862;1.532188;347.6728;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1564682;0.9876482;-0.6587253;20.74336;8.368173;353.6968;0;0;0;0;0;0;0.3426729;0.7613615;-0.4245721;305.9595;1.690079;347.4627;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1561078;0.9878199;-0.6582398;20.75111;8.316947;353.7422;0;0;0;0;0;0;0.3430869;0.7609314;-0.4225646;306.1571;1.577767;347.5745;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1551125;0.988039;-0.6565335;20.79151;8.373728;353.9084;0;0;0;0;0;0;0.3417903;0.7592721;-0.4208075;306.2189;0.8439244;348.3541;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1547676;0.9881673;-0.6553524;20.84642;8.546213;354.0736;0;0;0;0;0;0;0.3402835;0.7577279;-0.4210771;306.2825;0.4562145;348.7663;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1542969;0.9881747;-0.6540518;20.97939;8.748639;354.2695;0;0;0;0;0;0;0.3393855;0.7560448;-0.4192811;306.6173;0.1690058;348.6272;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1541253;0.9881064;-0.653605;21.05199;8.847176;354.365;0;0;0;0;0;0;0.33922;0.7551767;-0.4187354;306.7589;0.1643067;348.3392;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1536152;0.9879687;-0.6520293;21.3067;8.979954;354.6104;0;0;0;0;0;0;0.3395177;0.7535183;-0.4163761;306.8114;0.8786476;347.6052;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1531672;0.9877831;-0.650842;21.50297;8.985133;354.6144;0;0;0;0;0;0;0.3391348;0.752944;-0.4146517;306.8473;0.7811412;347.1599;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1529545;0.9876959;-0.6501849;21.61419;8.993052;354.6026;0;0;0;0;0;0;0.3386005;0.7526721;-0.4142314;306.9324;0.4825514;346.8795;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1524611;0.9874766;-0.6487629;22.01337;9.052471;354.5112;0;0;0;0;0;0;0.3375705;0.7523409;-0.4126462;306.9019;359.8195;346.8729;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.152194;0.9871788;-0.6477237;22.39166;9.172314;354.4368;0;0;0;0;0;0;0.3366412;0.7526549;-0.4110609;306.8592;359.3346;347.2632;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1520423;0.986742;-0.6467688;22.81658;9.33998;354.4848;0;0;0;0;0;0;0.3361171;0.7528644;-0.4082876;306.979;358.7669;347.2577;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07012;0.07999992;21.11621;0;270;0;0.1519613;0.9865929;-0.6463168;23.03722;9.418432;354.5732;0;0;0;0;0;0;0.3354916;0.752658;-0.4086163;307.0735;358.5347;347.2044;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.07187;0.08000004;21.11617;0;270;0;0.1520258;0.9863001;-0.6448948;23.43438;9.644904;354.9831;0;0;0;0;0;0;0.3347675;0.7530891;-0.4060496;307.1342;358.3087;347.2691;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.08141;0.07999998;21.11586;0;270;0;0.1522167;0.9860314;-0.6437867;23.6228;9.827975;355.0764;0;0;0;0;0;0;0.3341;0.7533098;-0.4033198;307.3295;357.448;347.8177;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.08945;0.07999998;21.1155;0;270;0;0.1522369;0.9859136;-0.6432214;23.7164;9.923207;355.0984;0;0;0;0;0;0;0.3331799;0.7530863;-0.4037629;307.3933;356.9702;348.0767;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.11323;0.07999998;21.11413;0;270;0;0.1525984;0.9857991;-0.6421449;23.90606;10.10052;355.1407;0;0;0;0;0;0;0.3322459;0.7529847;-0.400845;307.6045;356.0513;348.8598;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.1473;0.07999998;21.11172;0;270;0;0.1530402;0.9856213;-0.6409149;23.99095;10.26202;355.2272;0;0;0;0;0;0;0.3318081;0.7525988;-0.4009878;307.6725;355.9499;349.2888;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.18447;0.07999998;21.10911;0;270;0;0.1536034;0.9854189;-0.6396949;24.07293;10.4163;355.286;0;0;0;0;0;0;0.3321789;0.7516435;-0.3986285;308.0992;355.8168;349.6624;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.23285;0.07999986;21.10547;0;270;0;0.1541985;0.9850346;-0.6384974;24.21368;10.54855;355.3233;0;0;0;0;0;0;0.3325332;0.7508027;-0.3955875;308.3378;355.3146;350.0251;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.28644;0.07999998;21.10096;0;270;0;0.1548916;0.9846021;-0.6373792;24.47297;10.6975;355.3699;0;0;0;0;0;0;0.3321211;0.7494388;-0.3951974;308.4934;354.9007;350.4279;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.34839;0.07999998;21.09533;0;270;0;0.1556922;0.983924;-0.6361322;24.83888;10.8442;355.4081;0;0;0;0;0;0;0.3316089;0.7479991;-0.3925941;308.8426;354.536;351.3736;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.41178;0.07999998;21.08922;0;270;0;0.1565266;0.9831103;-0.6349761;25.30607;11.01304;355.3789;0;0;0;0;0;0;0.3317436;0.746448;-0.3883122;309.4024;354.826;352.88;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.47739;0.07999998;21.08286;0;270;0;0.1574973;0.9821814;-0.6339085;25.8334;11.22885;355.3987;0;0;0;0;0;0;0.3321493;0.7443098;-0.3860194;310.2154;355.9996;354.2617;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.5376;0.07999998;21.07703;0;270;0;0.1586497;0.9811299;-0.6327271;26.22684;11.46117;355.4981;0;0;0;0;0;0;0.3342889;0.7428355;-0.3834987;310.5761;357.9593;354.489;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.59199;0.08000004;21.07175;0;270;0;0.1595894;0.9804002;-0.6318574;26.55014;11.6609;355.5935;0;0;0;0;0;0;0.3365655;0.7414436;-0.3820911;311.041;359.1376;353.4873;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.63675;0.07999998;21.06742;0;270;0;0.1610883;0.9797186;-0.6305478;26.94175;11.86387;355.623;0;0;0;0;0;0;0.3353797;0.7412444;-0.3830543;310.2623;357.0303;352.7948;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.67354;0.07999986;21.06385;0;270;0;0.1620862;0.9795821;-0.6295743;27.04582;11.94778;355.6599;0;0;0;0;0;0;0.3339696;0.739801;-0.3842397;310.2734;355.7767;353.3554;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.70309;0.07999998;21.06099;0;270;0;0.163102;0.9793975;-0.6285985;27.08461;11.98692;355.7069;0;0;0;0;0;0;0.3343896;0.7380468;-0.382461;310.6693;356.3391;353.7896;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.73001;0.07999998;21.05838;0;270;0;0.1640719;0.9793859;-0.6278579;27.08764;12.02438;355.6624;0;0;0;0;0;0;0.3360077;0.7369018;-0.3803938;310.6552;357.0102;354.0806;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.7493;0.07999998;21.05651;0;270;0;0.1650832;0.9792886;-0.6273901;27.08829;12.09174;355.5972;0;0;0;0;0;0;0.3359162;0.7353027;-0.3811077;310.6637;356.7735;354.166;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.75638;0.07999992;21.05582;0;270;0;0.1667279;0.9790298;-0.6266613;27.22257;12.15661;355.6346;0;0;0;0;0;0;0.3368969;0.7331911;-0.3798544;311.0333;356.9016;353.7423;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.759;0.07999992;21.05557;0;270;0;0.1685324;0.9787688;-0.6259437;27.30782;12.23279;355.6107;0;0;0;0;0;0;0.3382823;0.731782;-0.3793363;311.0609;357.2101;353.0288;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.759;0.07999992;21.05557;0;270;0;0.1697899;0.9787439;-0.6255207;27.3336;12.30314;355.6427;0;0;0;0;0;0;0.338873;0.7307087;-0.3789741;311.2839;357.0762;353.0665;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.364;-11.759;0.07999992;21.05557;0;270;0;0.171101;0.9787236;-0.6250443;27.35173;12.38899;355.7213;0;0;0;0;0;0;0.3398089;0.7310133;-0.3786297;310.951;356.7701;352.6449;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.365;-11.759;0.07999992;21.05557;0;270;0;0.1724087;0.9785595;-0.6246581;27.34252;12.46078;355.7615;0;0;0;0;0;0;0.3409013;0.7308327;-0.380174;310.8264;356.7262;351.9578;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.365;-11.759;0.07999992;21.05557;0;270;0;0.1745993;0.9786278;-0.6240146;27.30237;12.49913;355.8103;0;0;0;0;0;0;0.3442007;0.7310079;-0.3808123;310.5411;357.1389;350.7105;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.365;-11.759;0.07999992;21.05557;0;270;0;0.1753179;0.9786985;-0.6238348;27.30836;12.47877;355.826;0;0;0;0;0;0;0.3459017;0.7313033;-0.3800519;310.4281;357.2672;350.0738;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.365;-11.759;0.07999992;21.05557;0;270;0;0.1771867;0.9788263;-0.6233997;27.28181;12.39595;355.7799;0;0;0;0;0;0;0.3505004;0.7314036;-0.3810979;310.2357;358.0351;348.015;;;;;;;;;;;;;;;;;;;;;;;
MW;2022/09/22_20:51:54.365;-11.759;0.07999992;21.05557;0;270;0;0.1785313;0.9789511;-0.6230905;27.28666;12.36476;355.6736;0;0;0;0;0;0;0.3534858;0.7310727;-0.3825931;310.0417;358.7394;347.0905;;;;;;;;;;;;;;;;;;;;;;;
