AverageFeet;LiftedThreshold;0.03;StandingThreshold;0.1;SamplingRate;60;

Task;Timestamp;SecSinceStart;PlayerX;PlayerY;PlayerZ;LocomotionOffX;LocomotionOffY;LocomotionOffZ;PlayerRotX;PlayerRotY;PlayerRotZ;HeadPosX;HeadPosY;HeadPosZ;HeadRotX;HeadRotY;HeadRotZ;PlayerHorSpeed;LHandPosX;LHandPosY;LHandPosZ;LHandRotX;LHandRotY;LHandRotZ;RHandPosX;RHandPosY;RHandPosZ;RHandRotX;RHandRotY;RHandRotZ;LLegPosX;LLegPosY;LLegPosZ;LLegRotX;LLegRotY;LLegRotZ;LLHorSpeed;RLegPosX;RLegPosY;RLegPosZ;RLegRotX;RLegRotY;RLegRotZ;RLHorSpeed;HipPosX;HipPosY;HipPosZ;HipRotX;HipRotY;HipRotZ;HipHorSpeed;DirectionRotX;DirectionRotY;DirectionRotZ;AllTrackersWorking;TrackersNotWorking;RightLifted;RightStanding;LeftLifted;LeftStanding;StandingLeadingFoot;LiftedLeadingFoot;GWAngle;LocomotionSpeed;EWMA_Right;EWMA_Left
MW;2023/03/06_15:15:54.481;0.01501751;-0.05340336;0.2588085;0.7941803;0.1164544;-2.980232E-08;0.9262698;0;0;0;-0.1696803;0.1576051;-0.1297028;345.6461;275.0044;359.6026;-0.2141176;0;0;0;0;0;0;0;0;0;0;0;0;0.06341887;0.1349168;0.08918142;272.3838;344.1462;17.21667;-0.6385071;0.2008942;0.1499259;-0.1633586;273.9915;318.5814;49.24906;-0.1660595;0;0;0;0;0;0;-83.80465;0;4.63771;0;True;;False;True;False;True;left;left;;0.2161126;0.4178977;0.4465525;
MW;2023/03/06_15:15:54.481;0.03618813;-0.05296773;0.2588219;0.7989645;0.1168611;-2.980232E-08;0.9310275;0;0;0;-0.1696209;0.1576363;-0.1296602;345.6515;275.0068;359.6006;0.242069;0;0;0;0;0;0;0;0;0;0;0;0;0.06420469;0.1342199;0.08073568;271.4726;27.50739;333.3554;-0.394935;0.1965263;0.1726387;-0.1592519;280.7249;348.7504;20.04877;0.7847549;0;0;0;0;0;0;-84.2332;0;4.959248;0;True;;True;True;False;True;left;left;;0.2169301;0.4267507;0.4409696;
MW;2023/03/06_15:15:54.481;0.06501484;-0.05256329;0.2587985;0.8038129;0.1172926;-2.980232E-08;0.9357523;0;0;0;-0.1696457;0.1575971;-0.1296376;345.6491;275.0124;359.5945;-0.2136959;0;0;0;0;0;0;0;0;0;0;0;0;0.06398749;0.1327233;0.07655001;272.7474;329.5086;31.5152;0;0.1962192;0.1820257;-0.1561732;285.2088;355.2563;13.78314;0;0;0;0;0;0;0;-84.66881;0;5.217016;0;True;;True;True;False;True;left;left;;0.2080232;0.4162001;0.4158929;
MW;2023/03/06_15:15:54.481;0.08518887;-0.05213246;0.2588051;0.8083032;0.1177382;2.980232E-08;0.9402606;0;0;0;-0.1696285;0.1575943;-0.1297542;345.6532;275.0029;359.61;-0.4053739;0;0;0;0;0;0;0;0;0;0;0;0;0.06369245;0.1326392;0.06792569;271.6261;316.3852;44.99854;-0.2959906;0.1938546;0.203542;-0.158749;288.6604;6.259254;4.025158;-0.2419106;0;0;0;0;0;0;-85.08231;0;5.828958;0;True;;True;True;False;True;left;left;;0.202085;0.4026664;0.4056736;
MW;2023/03/06_15:15:54.481;0.1023855;-0.05162308;0.2588026;0.8127016;0.1182044;-2.980232E-08;0.9446059;0;0;0;-0.1695979;0.1576266;-0.129715;345.6592;275.0085;359.5994;-0.382524;0;0;0;0;0;0;0;0;0;0;0;0;0.06346881;0.132468;0.07017136;271.0653;337.7007;23.46826;0.1631039;0.1893235;0.2193842;-0.1579652;289.6615;5.185793;5.897326;-0.1054801;0;0;0;0;0;0;-85.48426;0;6.156478;0;True;;True;True;False;True;left;left;;0.1933406;0.3917962;0.3815663;
MW;2023/03/06_15:15:54.481;0.1252737;-0.05120786;0.2588499;0.8172125;0.1186798;-2.980232E-08;0.9488659;0;0;0;-0.1697215;0.157697;-0.1294907;345.6569;275.0182;359.606;-0.1897938;0;0;0;0;0;0;0;0;0;0;0;0;0.06229115;0.1336701;0.07497835;274.8788;339.8443;21.14923;-0.1056177;0.1866665;0.237922;-0.1518269;291.7116;2.354308;9.176462;0.427877;0;0;0;0;0;0;-85.87196;0;6.449589;0;True;;True;False;False;True;left;left;;0.1913627;0.3899691;0.3754818;
MW;2023/03/06_15:15:54.481;0.1474323;-0.05078949;0.2588402;0.8215441;0.1191642;-2.980232E-08;0.9531288;0;0;0;-0.1696811;0.1576589;-0.1295412;345.6524;275.0112;359.6024;0.2061209;0;0;0;0;0;0;0;0;0;0;0;0;0.06267929;0.1319573;0.0761168;272.5139;323.5656;37.61097;0.4137218;0.1873335;0.2551906;-0.1424857;294.8736;6.03512;5.680221;-0.03023961;0;0;0;0;0;0;-86.25847;0;6.481566;0;True;;True;False;False;True;left;left;;0.1909603;0.389651;0.3741901;
MW;2023/03/06_15:15:54.481;0.1691132;-0.05023094;0.2588484;0.8256884;0.1196702;2.980232E-08;0.9574659;0;0;0;-0.1696021;0.1576287;-0.129677;345.6565;275.0135;359.6039;-0.1913896;0;0;0;0;0;0;0;0;0;0;0;0;0.06276083;0.1312809;0.06851244;273.1473;333.1248;27.93025;-0.362337;0.188507;0.2667003;-0.1338615;295.8599;9.875116;2.63665;0.7599466;0;0;0;0;0;0;-86.64375;0;6.642148;0;True;;True;False;False;True;left;left;;0.1986481;0.4234327;0.3711598;
MW;2023/03/06_15:15:54.482;0.1915598;-0.04968369;0.2587951;0.829872;0.1201582;-2.980232E-08;0.9617094;0;0;0;-0.1696058;0.1575925;-0.1297531;345.6583;275.0193;359.6082;-0.1771456;0;0;0;0;0;0;0;0;0;0;0;0;0.06307054;0.1323664;0.06871748;272.7262;336.099;24.90553;0.03406195;0.1897802;0.2733843;-0.1251496;298.2671;13.828;358.9184;0.3406378;0;0;0;0;0;0;-87.03712;0;6.44941;0;True;;True;False;False;True;left;left;;0.1896874;0.4202073;0.3385424;
MW;2023/03/06_15:15:54.482;0.2165394;-0.04916911;0.2587842;0.8340054;0.1206144;-2.980232E-08;0.9658031;0;0;0;-0.1695613;0.1575685;-0.1298033;345.6559;275.0188;359.6011;-0.200378;0;0;0;0;0;0;0;0;0;0;0;0;0.06263888;0.1318164;0.06590629;273.0936;332.7924;28.38416;0;0.1895391;0.2770002;-0.1220038;299.2117;14.3247;358.1912;0;0;0;0;0;0;0;-87.4169;0;6.359519;0;True;;True;False;False;True;left;left;;0.1806023;0.4047162;0.3176932;
