dt,leftfoot_px,leftfoot_py,leftfoot_pz,leftfoot_rx,leftfoot_ry,leftfoot_rz,rightfoot_px,rightfoot_py,rightfoot_pz,rightfoot_rx,rightfoot_ry,rightfoot_rz,hip_px,hip_py,hip_pz,hip_rx,hip_ry,hip_rz,direction_px,direction_py,direction_pz,direction_rx,direction_ry,direction_rz,head_px,head_py,head_pz,head_rx,head_ry,head_rz,locomotionPoint_px,locomotionPoint_py,locomotionPoint_pz,locomotionPoint_rx,locomotionPoint_ry,locomotionPoint_rz,
0.0111909,0.03031206,0.1455119,0.08126593,272.7617,61.86536,299.8949,0.3869209,0.21223,-0.1358761,277.5307,282.3469,81.47389,0,0,0,0,0,0,-0.2028625,-0.01879841,-0.2888982,0,2.812449,0,-0.2028625,0.04357696,-0.2888982,347.123,272.6156,0.2885692,0.1242759,0.01881737,1.169942,0,0,0,
0.0130641,0.03103673,0.1440673,0.08536243,272.8764,68.73469,292.9042,0.3772368,0.2060204,-0.1345955,277.4391,283.0307,80.19516,0,0,0,0,0,0,-0.2028543,-0.01881737,-0.2888812,0,2.459853,0,-0.2028543,0.04355732,-0.2888812,347.1274,272.6192,0.2986713,0.1244528,0.01881772,1.17406,0,0,0,
0.0089711,0.03147244,0.1423457,0.08900547,272.8177,73.91193,287.5973,0.3815273,0.2073781,-0.1397376,277.4291,288.82,75.12972,0,0,0,0,0,0,-0.2029103,-0.01881772,-0.2888651,0,2.778891,0,-0.2029103,0.04354342,-0.2888651,347.1224,272.6124,0.2896861,0.1246489,0.01882446,1.1781,0,0,0,
0.0112921,0.03100252,0.1397662,0.09265041,272.321,78.92299,282.4391,0.3699815,0.2036288,-0.1418717,277.5248,283.5039,80.0471,0,0,0,0,0,0,-0.2029002,-0.01882446,-0.288872,0,2.493508,0,-0.2029002,0.04355536,-0.288872,347.1226,272.6175,0.2855687,0.1248245,0.01881516,1.182132,0,0,0,
0.0111711,0.03119278,0.1386673,0.09440613,271.4974,81.30434,279.8814,0.3685853,0.1997972,-0.1453383,277.4517,287.0451,76.38548,0,0,0,0,0,0,-0.2028681,-0.01881516,-0.2888076,0,2.361645,0,-0.2028681,0.04349866,-0.2888076,347.1218,272.61,0.296044,0.1249853,0.01884812,1.186032,0,0,0,
0.0108773,0.03158331,0.1363974,0.09770107,270.7116,83.41712,277.589,0.362614,0.1984203,-0.1481121,276.4477,291.7422,71.3292,0,0,0,0,0,0,-0.2028697,-0.01884812,-0.288803,0,2.093081,0,-0.2028697,0.04349259,-0.288803,347.1232,272.6117,0.2960388,0.1251253,0.01883471,1.18986,0,0,0,
0.011201,0.03185129,0.1352339,0.0999794,270.0685,0.9213089,0,0.3649424,0.1999204,-0.154871,277.1918,288.2351,75.31493,0,0,0,0,0,0,-0.2028793,-0.01883471,-0.2888328,0,2.290618,0,-0.2028793,0.04350398,-0.2888328,347.1239,272.6144,0.2878942,0.1252754,0.01883566,1.193615,0,0,0,
0.0118702,0.03174067,0.1346569,0.1019344,270.7836,292.231,68.52515,0.3612499,0.1965482,-0.1567625,277.5233,285.1095,78.06815,0,0,0,0,0,0,-0.2028707,-0.01883566,-0.288834,0,2.017487,0,-0.2028707,0.04349733,-0.288834,347.1231,272.6155,0.2930813,0.1254038,0.01883852,1.197259,0,0,0,
0.0233871,0.03168964,0.1338501,0.1036482,271.7418,292.7683,67.92854,0.3588109,0.1973436,-0.162357,277.159,284.0641,78.98969,0,0,0,0,0,0,-0.2028833,-0.01884443,-0.2888502,0,1.921719,0,-0.2028833,0.04348274,-0.2888502,347.122,272.6043,0.2992711,0.1256367,0.01884145,1.204201,0,0,0,
0.0098255,0.03130007,0.1336215,0.1052897,272.9716,298.8707,61.7831,0.3557914,0.1962531,-0.1685039,277.7705,285.7489,77.19656,0,0,0,0,0,0,-0.2028615,-0.01884145,-0.2888668,0,1.872468,0,-0.2028615,0.04346586,-0.2888668,347.1268,272.6092,0.3045337,0.1257452,0.01885134,1.20752,0,0,0,
0.0052068,0.03194702,0.1332998,0.107197,274.481,301.3041,59.46915,0.3588821,0.197119,-0.1742022,276.653,286.7024,76.48094,0,0,0,0,0,0,-0.2028348,-0.01885134,-0.2888876,0,2.060759,0,-0.2028348,0.0434994,-0.2888876,347.1237,272.6096,0.3014695,0.1258625,0.01882964,1.210779,0,0,0,
0.0050886,0.03359771,0.1358042,0.1076648,275.4441,320.794,40.4425,0.3666344,0.2005861,-0.1808254,277.1074,280.6013,82.47604,0,0,0,0,0,0,0.1374287,5.960464E-08,0.3244631,0,2.250606,0,-0.2028406,0.04349763,-0.2888879,347.1215,272.6105,0.3001572,0.1258625,0.01882964,1.210779,0,0,0,
0.0112739,0.03418279,0.1367016,0.1063805,275.6137,356.1233,4.969192,0.3699443,0.2012558,-0.1873546,277.3873,287.4117,75.63369,0,0,0,0,0,0,-0.202842,-0.01882964,-0.2888861,0,2.140226,0,-0.202842,0.04349007,-0.2888861,347.1245,272.6074,0.2963017,0.1259874,0.01884514,1.214119,0,0,0,
0.0113332,0.03328824,0.1340714,0.1022613,273.162,355.5061,5.771917,0.373081,0.2022548,-0.1929584,277.4924,281.1976,82.28514,0,0,0,0,0,0,-0.2028756,-0.01884514,-0.2888636,0,2.418071,0,-0.2028756,0.04352557,-0.2888636,347.1188,272.6034,0.3092181,0.1261269,0.01881969,1.217425,0,0,0,
0.0108217,0.03348279,0.1317298,0.09864497,273.3926,348.2905,13.14963,0.375861,0.2033365,-0.1985829,277.8087,287.0097,76.33929,0,0,0,0,0,0,-0.2028966,-0.01881969,-0.2888285,0,2.46729,0,-0.2028966,0.04355912,-0.2888285,347.1279,272.6057,0.3074111,0.1262676,0.01881558,1.220689,0,0,0,
0.0111805,0.03419423,0.1295772,0.09314585,273.0452,350.6899,10.45352,0.3794588,0.2059784,-0.2051098,277.2924,287.834,75.3088,0,0,0,0,0,0,-0.202883,-0.01881558,-0.2888309,0,2.207684,0,-0.202883,0.04356299,-0.2888309,347.1225,272.6117,0.3005487,0.1263934,0.0188157,1.223953,0,0,0,
0.0110768,0.03269267,0.1306813,0.08855486,270.945,348.6556,12.40118,0.3816715,0.2075491,-0.2108847,277.3033,286.7434,76.5845,0,0,0,0,0,0,-0.2028665,-0.0188157,-0.288846,0,2.245476,0,-0.2028665,0.04354676,-0.288846,347.1281,272.6103,0.3062689,0.1265204,0.0188238,1.22719,0,0,0,
0.0112042,0.03262711,0.1338084,0.08532429,273.6706,346.666,14.77787,0.3838732,0.2088051,-0.2166538,277.4897,287.3988,75.64079,0,0,0,0,0,0,-0.2028767,-0.0188238,-0.2888752,0,2.31559,0,-0.2028767,0.04359274,-0.2888753,347.1391,272.6096,0.3016419,0.1266495,0.01879674,1.230384,0,0,0,
0.0111522,0.03260469,0.1322899,0.08040714,274.6748,345.8521,15.45645,0.3861927,0.210393,-0.2233583,277.6483,290.1851,73.35347,0,0,0,0,0,0,-0.2028951,-0.01879674,-0.2889099,0,2.519517,0,-0.2028951,0.04355597,-0.2889099,347.123,272.6071,0.2940337,0.1267895,0.01882863,1.233567,0,0,0,
0.0112221,0.03386569,0.1318069,0.07371521,272.741,351.4679,9.463329,0.3883928,0.2119007,-0.2294918,277.8699,288.2328,75.46962,0,0,0,0,0,0,-0.2028802,-0.01882863,-0.2889558,0,2.388076,0,-0.2028802,0.04355026,-0.2889558,347.1268,272.6039,0.2923982,0.1269226,0.01881558,1.236758,0,0,0,
