AverageFeet;LiftedThreshold;0.03;StandingThreshold;0.1;SamplingRate;60;

Task;Timestamp;SecSinceStart;PlayerX;PlayerY;PlayerZ;LocomotionOffX;LocomotionOffY;LocomotionOffZ;PlayerRotX;PlayerRotY;PlayerRotZ;HeadPosX;HeadPosY;HeadPosZ;HeadRotX;HeadRotY;HeadRotZ;PlayerHorSpeed;LHandPosX;LHandPosY;LHandPosZ;LHandRotX;LHandRotY;LHandRotZ;RHandPosX;RHandPosY;RHandPosZ;RHandRotX;RHandRotY;RHandRotZ;LLegPosX;LLegPosY;LLegPosZ;LLegRotX;LLegRotY;LLegRotZ;LLHorSpeed;RLegPosX;RLegPosY;RLegPosZ;RLegRotX;RLegRotY;RLegRotZ;RLHorSpeed;HipPosX;HipPosY;HipPosZ;HipRotX;HipRotY;HipRotZ;HipHorSpeed;DirectionRotX;DirectionRotY;DirectionRotZ;AllTrackersWorking;TrackersNotWorking;RightLifted;RightStanding;LeftLifted;LeftStanding;StandingLeadingFoot;LiftedLeadingFoot;GWAngle;LocomotionSpeed;EWMA_Right;EWMA_Left
MW;2023/03/06_14:34:15.145;0.02658463;-0.06603274;0.230005;0.8372847;0.1217661;5.559623E-05;1.127224;0;0;0;-0.1876489;0.09987162;-0.2866951;346.6995;272.5251;359.816;0.2767584;0;0;0;0;0;0;0;0;0;0;0;0;0.03022671;0.1474881;0.07635021;272.5987;56.49533;305.3105;0;0.3837618;0.2103662;-0.1296451;276.7137;293.5461;69.84267;0;0;0;0;0;0;0;-101.7486;0;2.646818;0;True;;False;True;False;True;right;right;;0.2922902;0.6114551;0.5577056;
MW;2023/03/06_14:34:15.145;0.05329514;-0.06576321;0.230005;0.8437276;0.1220641;2.960861E-05;1.133698;0;0;0;-0.1876879;0.09991838;-0.2868029;346.7052;272.5416;359.8046;-0.2219082;0;0;0;0;0;0;0;0;0;0;0;0;0.03103673;0.1440673;0.08536243;272.8764;68.73469;292.9042;0.3744093;0.3772368;0.2060204;-0.1345955;277.4391;283.0307;80.19516;0.8791552;0;0;0;0;0;0;-102.3309;0;2.459853;0;True;;False;True;False;True;right;right;;0.2921823;0.6256615;0.5430677;
MW;2023/03/06_14:34:15.145;0.07698822;-0.06547776;0.230005;0.8500849;0.1223612;6.870925E-05;1.14015;0;0;0;-0.187632;0.09981669;-0.2868681;346.7029;272.5405;359.8036;0.2729882;0;0;0;0;0;0;0;0;0;0;0;0;0.03100252;0.1397662;0.09265041;272.321;78.92299;282.4391;0.3307599;0.3699815;0.2036288;-0.1418717;277.5248;283.5039;80.0471;-1.056724;0;0;0;0;0;0;-102.9112;0;2.493508;0;True;;False;True;False;True;right;right;;0.2921167;0.6461253;0.5223415;
MW;2023/03/06_14:34:15.145;0.1014042;-0.06503637;0.230005;0.8595361;0.1227131;5.90533E-05;1.149376;0;0;0;-0.1876413;0.09982623;-0.2868799;346.6888;272.5374;359.816;-0.2719363;0;0;0;0;0;0;0;0;0;0;0;0;0.03158331;0.1363974;0.09770107;270.7116;83.41712;277.589;0;0.362614;0.1984203;-0.1481121;276.4477;291.7422;71.3292;0;0;0;0;0;0;0;-103.7658;0;2.093081;0;True;;False;True;False;True;right;right;;0.2666239;0.5972964;0.4691992;
MW;2023/03/06_14:34:15.145;0.1350613;-0.06463725;0.2300051;0.8683408;0.1230475;4.415214E-05;1.157734;0;0;0;-0.1875789;0.0998726;-0.2867492;346.6855;272.5339;359.8127;0.4953516;0;0;0;0;0;0;0;0;0;0;0;0;0.03185129;0.1352339;0.0999794;270.0685;0.9213089;0;0;0.3649424;0.1999204;-0.154871;277.1918;288.2351;75.31493;0;0;0;0;0;0;0;-104.5453;0;2.290618;0;True;;False;True;False;True;right;right;;0.238184;0.5411396;0.4115963;
MW;2023/03/06_14:34:15.145;0.1639233;-0.0644872;0.230005;0.8735439;0.1232245;2.263486E-05;1.162881;0;0;0;-0.1876855;0.09989103;-0.2867423;346.6942;272.538;359.8181;0.1760143;0;0;0;0;0;0;0;0;0;0;0;0;0.03168964;0.1338501;0.1036482;271.7418;292.7683;67.92854;0.1543101;0.3588109;0.1973436;-0.162357;277.159;284.0641;78.98969;-0.5492743;0;0;0;0;0;0;-105.0155;0;1.921719;0;True;;False;True;False;True;right;right;;0.2302826;0.5335782;0.3875521;
MW;2023/03/06_14:34:15.145;0.188364;-0.06435913;0.230005;0.8786241;0.1233979;5.923212E-05;1.167932;0;0;0;-0.1876178;0.09984162;-0.2868477;346.7024;272.5465;359.8182;0.2047235;0;0;0;0;0;0;0;0;0;0;0;0;0.03194702;0.1332998;0.107197;274.481;301.3041;59.46915;0.1812635;0.3588821;0.197119;-0.1742022;276.653;286.7024;76.48094;-0.5834277;0;0;0;0;0;0;-105.473;0;2.060759;0;True;;False;True;False;True;right;right;;0.2265111;0.540003;0.3660413;
MW;2023/03/06_14:34:15.145;0.2128639;-0.06402516;0.230005;0.8859881;0.1236821;5.452335E-05;1.17528;0;0;0;-0.1876181;0.09984858;-0.2868971;346.6961;272.5361;359.8094;-0.4072051;0;0;0;0;0;0;0;0;0;0;0;0;0.03418279;0.1367016;0.1063805;275.6137;356.1233;4.969192;-0.1270164;0.3699443;0.2012558;-0.1873546;277.3873;287.4117;75.63369;-0.6588214;0;0;0;0;0;0;-106.1437;0;2.140226;0;True;;False;True;False;True;right;right;;0.2161223;0.5373359;0.3271533;
MW;2023/03/06_14:34:15.145;0.2362061;-0.06384385;0.230005;0.8907951;0.123888;2.519786E-05;1.180108;0;0;0;-0.1875706;0.09991845;-0.2869167;346.7036;272.5375;359.8088;0.2088357;0;0;0;0;0;0;0;0;0;0;0;0;0.03348279;0.1317298;0.09864497;273.3926;348.2905;13.14963;-0.3259399;0.375861;0.2033365;-0.1985829;277.8087;287.0097;76.33929;-0.5646622;0;0;0;0;0;0;-106.5762;0;2.46729;0;True;;False;True;False;True;left;left;;0.2175514;0.5406326;0.3295729;
MW;2023/03/06_14:34:15.145;0.2592258;-0.0636012;0.230005;0.8957678;0.1240727;4.218519E-05;1.184899;0;0;0;-0.1875839;0.09986665;-0.2867968;346.6977;272.5447;359.8054;0.2034103;0;0;0;0;0;0;0;0;0;0;0;0;0.03419423;0.1295772;0.09314585;273.0452;350.6899;10.45352;0;0.3794588;0.2059784;-0.2051098;277.2924;287.834;75.3088;0;0;0;0;0;0;0;-107.0142;0;2.207684;0;True;;False;True;False;True;left;left;;0.2102315;0.5197818;0.3211443;
