dt,RightFoot_px,RightFoot_py,RightFoot_pz,RightFoot_rx,RightFoot_ry,RightFoot_rz,LeftFoot_px,LeftFoot_py,LeftFoot_pz,LeftFoot_rx,LeftFoot_ry,LeftFoot_rz,
0.0160049,1.344448,0.1091778,-0.0439043,359.9666,92.73465,90.52159,1.379242,0.1054537,0.1036664,1.297762,81.6593,88.40266,
0.0195165,1.34458,0.1091879,-0.04401469,359.9685,92.73441,90.52234,1.379306,0.1054611,0.1036117,1.301347,81.64809,88.40244,
0.0188449,1.344536,0.1092104,-0.04398263,359.9636,92.7391,90.52274,1.379296,0.1054163,0.1035881,1.298897,81.64558,88.40398,
0.0161171,1.344401,0.109234,-0.0439719,359.9747,92.73811,90.52655,1.378938,0.1054193,0.1036909,1.295965,81.65038,88.41618,
0.0195369,1.344444,0.1092158,-0.0439992,359.9603,92.73712,90.51584,1.379125,0.1054367,0.1036363,1.293036,81.647,88.41485,
0.0169629,1.344515,0.1092409,-0.04399765,359.9604,92.74051,90.5298,1.379136,0.1055985,0.1035695,1.291368,81.64079,88.43092,
0.0188022,1.344513,0.1093076,-0.04387629,359.9689,92.74775,90.52705,1.379197,0.105534,0.1036119,1.294484,81.62405,88.48927,
0.0159731,1.344487,0.1093187,-0.04385626,359.9613,92.74414,90.52779,1.379166,0.1054688,0.1036842,1.298047,81.64629,88.4392,
0.0154482,1.344447,0.1092362,-0.04385471,359.9734,92.74519,90.53228,1.379167,0.1053791,0.1036555,1.309825,81.64153,88.46644,
0.0176019,1.344564,0.1091946,-0.04394126,359.9694,92.74517,90.52485,1.379236,0.1054608,0.103652,1.313885,81.64941,88.44901,
0.01632,1.344568,0.1092317,-0.04390693,359.9692,92.74594,90.52979,1.379188,0.1055862,0.1036581,1.307634,81.64944,88.45786,
0.0199161,1.344409,0.1092972,-0.04391134,359.9733,92.74816,90.54268,1.379143,0.1055005,0.1035935,1.309769,81.65125,88.46409,
0.0224949,1.344447,0.1093135,-0.0438993,359.9679,92.75865,90.55318,1.379158,0.1055549,0.1036668,1.312601,81.65324,88.46671,
0.0237635,1.34441,0.109318,-0.043957,359.9697,92.7486,90.55191,1.379108,0.1056434,0.1036474,1.306976,81.64275,88.47221,
0.0203004,1.344441,0.1092921,-0.04390168,359.9743,92.75211,90.54992,1.37919,0.1056107,0.1036489,1.314807,81.6422,88.48473,
0.0230447,1.344573,0.1092228,-0.04385722,359.9707,92.75589,90.54304,1.379284,0.1054905,0.1036983,1.310109,81.64043,88.48736,
0.0218224,1.344487,0.1092214,-0.0439024,359.9689,92.75594,90.54197,1.379151,0.1054834,0.1036599,1.312927,81.63338,88.49269,
0.0222039,1.344445,0.109234,-0.0438509,359.9676,92.74827,90.53519,1.379169,0.1053471,0.103606,1.311473,81.64242,88.47828,
0.0217771,1.344516,0.1092139,-0.04377484,359.9708,92.74939,90.53454,1.379185,0.1054789,0.1036899,1.312652,81.63393,88.47993,
0.0221185,1.344518,0.1092404,-0.04381442,359.9655,92.75404,90.53899,1.3792,0.1054493,0.1036817,1.313311,81.64426,88.46905,
0.0227567,1.344591,0.1092265,-0.04397988,359.9687,92.75806,90.53774,1.379237,0.105521,0.1036047,1.302025,81.63891,88.4741,
0.0218648,1.344567,0.1092358,-0.04395962,359.9654,92.75134,90.53135,1.379256,0.1054816,0.1036409,1.2997,81.6355,88.46898,
0.0228315,1.344566,0.1092944,-0.0439229,359.9549,92.74667,90.53815,1.379242,0.1054107,0.1035556,1.310295,81.65117,88.47062,
0.0217534,1.34456,0.1092835,-0.04395235,359.9586,92.7463,90.54549,1.379209,0.1054505,0.103538,1.30609,81.63182,88.47214,
0.022248,1.344647,0.1092423,-0.04389286,359.9598,92.74111,90.52448,1.379267,0.1054233,0.1036663,1.309617,81.64288,88.46585,
0.0225173,1.344579,0.1091503,-0.04395092,359.9649,92.7394,90.52501,1.37925,0.1053928,0.1035331,1.309793,81.63874,88.45755,
0.0221927,1.344549,0.109182,-0.04396045,359.9602,92.74255,90.52582,1.379287,0.1054,0.1036086,1.29295,81.6363,88.45587,
0.0314218,1.344442,0.1092026,-0.04393172,359.9656,92.73665,90.52124,1.379284,0.1053984,0.1035795,1.299825,81.6385,88.47132,
0.0177432,1.34441,0.1091452,-0.04391336,359.9546,92.73699,90.51665,1.379185,0.1053914,0.1036668,1.291707,81.62774,88.47022,
0.0170592,1.344527,0.1092507,-0.04389,359.9543,92.73264,90.52718,1.379257,0.1052999,0.1035694,1.29266,81.63419,88.46152,
0.0222481,1.344543,0.1093242,-0.04382229,359.9625,92.73349,90.51947,1.379317,0.1053547,0.1036094,1.289022,81.63535,88.45493,
0.0226323,1.344445,0.1092111,-0.04397035,359.9584,92.73351,90.52413,1.379374,0.1053568,0.1035851,1.280313,81.63234,88.46455,
0.0225297,1.344693,0.1091024,-0.04396975,359.9516,92.74274,90.5234,1.379382,0.1054137,0.103543,1.279575,81.63551,88.46471,
0.017609,1.344573,0.1092178,-0.04392624,359.9599,92.73734,90.53082,1.379465,0.1054241,0.1036377,1.284127,81.64202,88.46934,
0.0160831,1.344651,0.1091388,-0.04398656,359.9447,92.74154,90.52811,1.379215,0.1055989,0.1036078,1.291632,81.64153,88.47417,
0.0156194,1.344654,0.1091628,-0.04403377,359.9605,92.73917,90.52191,1.379331,0.1055224,0.1036136,1.297756,81.63302,88.47659,
0.0168688,1.344609,0.1092027,-0.04401672,359.9587,92.74577,90.52176,1.379318,0.1055163,0.1036513,1.287828,81.63287,88.47687,
0.0155229,1.344577,0.1092269,-0.04399514,359.9623,92.73696,90.51765,1.379481,0.1055189,0.1036271,1.293958,81.6303,88.47853,
0.0167493,1.344583,0.109241,-0.04396069,359.9544,92.73878,90.52435,1.37952,0.1054752,0.1036899,1.30075,81.63464,88.48065,
0.0185898,1.344556,0.1092716,-0.04393768,359.9631,92.74453,90.52173,1.379406,0.1054729,0.1036325,1.294072,81.6338,88.46475,
0.0162787,1.344533,0.1091807,-0.04405761,359.9601,92.74144,90.51643,1.379341,0.105482,0.1035644,1.290696,81.6427,88.48747,
0.0194261,1.344527,0.1092176,-0.04403234,359.9524,92.74703,90.52005,1.379282,0.1054496,0.1035671,1.293372,81.64275,88.48541,
0.016325,1.344572,0.1092326,-0.04406154,359.9484,92.74079,90.51769,1.379364,0.105508,0.1035753,1.297688,81.63879,88.48485,
0.0159955,1.34458,0.1092018,-0.04401612,359.9537,92.74318,90.52168,1.379419,0.1054699,0.1036055,1.292072,81.64287,88.47448,
0.0164561,1.344651,0.1092879,-0.04391634,359.9649,92.74437,90.51885,1.379517,0.1055304,0.1036724,1.296421,81.63979,88.46815,
0.0159783,1.344668,0.1092838,-0.04389322,359.9613,92.7504,90.52605,1.379521,0.105462,0.1036155,1.296764,81.641,88.47203,
0.0165269,1.344724,0.1092367,-0.04393172,359.9587,92.74665,90.51957,1.379499,0.1054201,0.103544,1.294605,81.64433,88.45859,
0.0180123,1.344609,0.1092556,-0.04399145,359.9554,92.74138,90.52321,1.37948,0.105326,0.1034815,1.296527,81.64371,88.46278,
0.0166424,1.344645,0.1091847,-0.04393101,359.9689,92.74251,90.52377,1.379461,0.1054499,0.1035378,1.280912,81.64045,88.45937,
0.0180443,1.344628,0.1091416,-0.04385221,359.9608,92.74372,90.52116,1.379425,0.1053918,0.1037025,1.288638,81.65328,88.46004,
0.0158491,1.34458,0.1091273,-0.04392493,359.9604,92.7331,90.51898,1.379447,0.1054029,0.1036719,1.288354,81.64696,88.44073,
0.0169898,1.344561,0.1091087,-0.04391217,359.9715,92.73987,90.52436,1.379427,0.1054316,0.1036514,1.280502,81.6582,88.44711,
0.0155857,1.344602,0.1091726,-0.04394639,359.9575,92.73424,90.51976,1.379533,0.1054509,0.1035533,1.278644,81.64801,88.44252,
0.0171385,1.344606,0.1092052,-0.04406893,359.9649,92.73724,90.51022,1.379501,0.1056231,0.1034589,1.285691,81.64919,88.4548,
0.0152959,1.344584,0.1091979,-0.04402113,359.9597,92.74089,90.5192,1.379491,0.1054982,0.1035291,1.290568,81.64943,88.45503,
0.0157084,1.344618,0.1092529,-0.04405105,359.9641,92.73031,90.51743,1.379533,0.1055049,0.103446,1.281865,81.65292,88.44973,
0.0174139,1.34462,0.1092561,-0.04396224,359.9574,92.74245,90.52399,1.379523,0.1055296,0.103534,1.280596,81.65453,88.44234,
0.0157418,1.344576,0.1092716,-0.04392123,359.955,92.73534,90.52488,1.37947,0.1055884,0.103585,1.279975,81.65705,88.43592,
0.0161588,1.344586,0.1092751,-0.04403234,359.9577,92.73258,90.51659,1.379355,0.1055368,0.1035464,1.282,81.64965,88.43751,
0.0168902,1.344581,0.1092459,-0.04405165,359.9562,92.72345,90.51797,1.379379,0.1055353,0.1035466,1.27536,81.6602,88.43503,
0.0190635,1.344736,0.1091583,-0.04394412,359.9565,92.72966,90.50631,1.379479,0.1054697,0.1036013,1.280719,81.65513,88.43661,
0.0159703,1.344774,0.109181,-0.04399037,359.9541,92.73712,90.51238,1.379471,0.1054585,0.1036279,1.282938,81.65938,88.4453,
0.0182764,1.344641,0.1091835,-0.04396582,359.9557,92.74487,90.51302,1.379516,0.1053567,0.1035528,1.299348,81.65985,88.44047,
0.0186937,1.344678,0.1091924,-0.04397452,359.963,92.74537,90.5174,1.379452,0.1053789,0.1035314,1.289478,81.66545,88.4324,
0.0175327,1.344594,0.1091695,-0.04405868,359.9569,92.73434,90.52218,1.379485,0.1053967,0.1035119,1.28838,81.66596,88.44961,
0.0163252,1.344691,0.1091878,-0.04390931,359.9543,92.73473,90.51095,1.37952,0.1054593,0.1036322,1.291338,81.67012,88.44411,
0.0160573,1.344691,0.1091878,-0.04390931,359.9543,92.73473,90.51095,1.37952,0.1054593,0.1036322,1.291338,81.67012,88.44411,
0.0164123,1.344647,0.1091793,-0.04399669,359.9577,92.74399,90.50819,1.379542,0.1055107,0.1034619,1.29123,81.67204,88.43549,
0.016438,1.344584,0.1091349,-0.04399586,359.9537,92.73969,90.51492,1.37947,0.1055935,0.1034968,1.284631,81.66817,88.42479,
0.016624,1.34462,0.1092281,-0.04397869,359.9466,92.7418,90.51333,1.3796,0.1055027,0.1035484,1.286663,81.66217,88.4299,
0.0339398,1.344677,0.1091052,-0.0440321,359.9635,92.73247,90.51041,1.379536,0.1053373,0.1035691,1.283155,81.66184,88.41799,
0.0331044,1.34466,0.1091173,-0.04406202,359.9631,92.73664,90.51825,1.379572,0.105401,0.1034752,1.278069,81.66885,88.40965,
0.0332674,1.344714,0.1092458,-0.0439862,359.9679,92.72697,90.51212,1.379596,0.105391,0.1035068,1.281775,81.65038,88.39491,
0.0337817,1.344685,0.1093045,-0.04399002,359.9703,92.73055,90.50667,1.379739,0.105258,0.1034794,1.281143,81.66888,88.39824,
0.0333433,1.344635,0.1092181,-0.04389,359.9736,92.72883,90.50662,1.379662,0.1054185,0.1035912,1.269674,81.65974,88.39632,
0.0337299,1.344683,0.1091297,-0.04396319,359.9749,92.72418,90.50978,1.379652,0.1053717,0.1036102,1.266159,81.66895,88.41225,
0.0330582,1.344723,0.1091532,-0.04395843,359.9777,92.72217,90.5191,1.379648,0.1053308,0.1034732,1.265595,81.65707,88.40922,
0.0325511,1.344602,0.1090746,-0.04404879,359.965,92.72255,90.51347,1.379636,0.105361,0.1034348,1.27578,81.65619,88.41681,
0.0338174,1.344748,0.1090426,-0.04402375,359.9629,92.72373,90.52068,1.379681,0.105393,0.1034081,1.269546,81.65923,88.41579,
0.0341343,1.344553,0.1090616,-0.04388845,359.9691,92.7224,90.52452,1.379695,0.1052222,0.1035095,1.270429,81.64013,88.41274,
0.0323907,1.344705,0.1092455,-0.04381621,359.9689,92.70686,90.5089,1.379663,0.1052158,0.1035793,1.26828,81.65556,88.40951,
0.0329998,1.344601,0.1090772,-0.04403615,359.9733,92.72981,90.5151,1.379637,0.1053069,0.1035291,1.262634,81.65186,88.41262,
0.0335195,1.344624,0.1090995,-0.04399347,359.9658,92.73735,90.51303,1.379621,0.1053352,0.1034851,1.265464,81.65495,88.41299,
0.0332895,1.344625,0.1091201,-0.04404807,359.96,92.73492,90.52032,1.379726,0.1054497,0.1034997,1.251759,81.6496,88.41545,
0.0336117,1.344693,0.1091816,-0.04398787,359.9555,92.73172,90.54778,1.379714,0.1053655,0.1034894,1.25504,81.64732,88.40822,
0.0330274,1.344865,0.1091639,-0.04394078,359.957,92.73907,90.54601,1.379843,0.1054053,0.1036403,1.258919,81.64897,88.42209,
0.0332183,1.344712,0.1091439,-0.04406738,359.9613,92.73995,90.5426,1.379646,0.1054471,0.1034822,1.276413,81.6488,88.43809,
0.0335175,1.344683,0.1091763,-0.04403198,359.9546,92.73354,90.53794,1.379734,0.1053517,0.1034627,1.273232,81.63856,88.4324,
0.0326598,1.344857,0.1090811,-0.04400682,359.955,92.73347,90.54747,1.379843,0.105301,0.103476,1.261995,81.65505,88.43233,
0.034195,1.344702,0.1092084,-0.04401147,359.9509,92.73565,90.53013,1.379924,0.1053573,0.1034889,1.268881,81.65469,88.43101,
0.0335297,1.344624,0.1091003,-0.04404986,359.9634,92.73201,90.53047,1.379715,0.1053524,0.1034573,1.273841,81.6507,88.44113,
0.0324946,1.344606,0.1091893,-0.04391992,359.9561,92.74274,90.52808,1.379666,0.1055226,0.1034545,1.272371,81.64266,88.43923,
0.0333814,1.344711,0.1091678,-0.04393291,359.9535,92.73661,90.52214,1.379668,0.1054617,0.1034768,1.281151,81.65179,88.44075,
0.0220425,1.344709,0.1091896,-0.04397011,359.9536,92.73662,90.53158,1.379844,0.1054978,0.1035533,1.278615,81.64325,88.43351,
0.0223085,1.344778,0.109199,-0.0440253,359.951,92.73534,90.5256,1.379827,0.1054552,0.1036298,1.278103,81.64431,88.43726,
0.022215,1.344739,0.1091862,-0.04410362,359.9616,92.74203,90.53373,1.379803,0.105428,0.1035618,1.281925,81.64005,88.4253,
0.024116,1.344712,0.109211,-0.04404473,359.9686,92.75434,90.5349,1.379829,0.1053605,0.1034054,1.266699,81.63159,88.43383,
0.0205598,1.344684,0.109133,-0.04401088,359.9595,92.74316,90.53327,1.379705,0.105361,0.1033484,1.284933,81.63779,88.42796,
0.0219056,1.34464,0.1090792,-0.04407799,359.9695,92.74061,90.52641,1.379759,0.1053534,0.1033971,1.2848,81.64585,88.44808,
0.022806,1.344687,0.1091127,-0.04398143,359.9506,92.74843,90.5336,1.379802,0.1053201,0.1034143,1.267643,81.63968,88.4541,
0.0221178,1.344827,0.1092126,-0.04401398,359.9618,92.74813,90.53706,1.379912,0.1052663,0.1033013,1.281655,81.64164,88.45281,
0.022207,1.344709,0.1092611,-0.04413986,359.9609,92.74533,90.51766,1.379878,0.1052738,0.1033863,1.273807,81.63712,88.46626,
0.0216348,1.344741,0.109224,-0.04411304,359.9664,92.74947,90.52267,1.379834,0.105329,0.1033385,1.267669,81.64315,88.46706,
0.0228859,1.344687,0.10917,-0.04412007,359.9798,92.73192,90.52597,1.379887,0.1053391,0.1032737,1.279718,81.64655,88.47296,
0.0223811,1.344707,0.1091705,-0.04402316,359.9638,92.745,90.52021,1.379819,0.1052259,0.1033574,1.284393,81.63947,88.47293,
0.0217716,1.344631,0.1092698,-0.04397559,359.9635,92.73312,90.51831,1.379719,0.105381,0.1033927,1.290006,81.64851,88.47076,
0.0225291,1.344588,0.1093485,-0.04394948,359.9586,92.73626,90.52389,1.379808,0.1053901,0.1033115,1.27108,81.64183,88.46878,
0.0218786,1.344567,0.1093184,-0.04397607,359.9554,92.73191,90.52502,1.379797,0.1054272,0.1033201,1.293352,81.64524,88.48091,
0.0220256,1.3447,0.1092197,-0.04389548,359.9534,92.72429,90.52322,1.379742,0.1054037,0.1033823,1.283534,81.64846,88.4817,
0.0222414,1.344811,0.109264,-0.04389644,359.9668,92.73817,90.51778,1.379989,0.1053249,0.1033572,1.28764,81.64399,88.48669,
0.0232201,1.34482,0.1091879,-0.04403234,359.9611,92.74009,90.51711,1.380003,0.1053066,0.1033493,1.294387,81.65218,88.48565,
0.0214042,1.344706,0.1092011,-0.04411149,359.9757,92.73638,90.53787,1.37976,0.1054937,0.1034079,1.305075,81.65444,88.49438,
0.0224513,1.344684,0.1092743,-0.04402065,359.9553,92.7192,90.5155,1.379666,0.1056241,0.1034448,1.310192,81.66904,88.50164,
0.0222924,1.344847,0.1091736,-0.04396856,359.9521,92.72851,90.5132,1.379985,0.105478,0.1034744,1.320748,81.66194,88.49701,
0.0222011,1.344857,0.1091514,-0.04401124,359.9626,92.72331,90.51319,1.379885,0.1053411,0.1033634,1.311974,81.6622,88.48626,
0.0218735,1.344769,0.1091868,-0.04398453,359.9663,92.72916,90.52841,1.379917,0.105433,0.103225,1.33531,81.67063,88.49751,
0.0223054,1.344757,0.1091937,-0.04402912,359.9499,92.72491,90.53324,1.379922,0.1053458,0.1032503,1.32133,81.66714,88.48841,
0.0224241,1.344834,0.1091895,-0.04395592,359.9429,92.72578,90.52282,1.379905,0.1053561,0.1032264,1.315502,81.6695,88.49059,
0.0218188,1.344721,0.1093,-0.04408681,359.9405,92.72346,90.53575,1.379892,0.1053148,0.1032548,1.329928,81.66191,88.49401,
0.0227586,1.344703,0.1091932,-0.04418051,359.9473,92.73391,90.53026,1.379913,0.1053562,0.1032467,1.317882,81.67377,88.50297,
0.0215804,1.344794,0.1091902,-0.0440594,359.943,92.73081,90.53123,1.379869,0.1053336,0.1033018,1.313303,81.66425,88.48643,
0.0223158,1.344741,0.1092356,-0.04404104,359.9318,92.72582,90.53224,1.379834,0.105355,0.1031506,1.302146,81.6592,88.49657,
0.0237601,1.344781,0.1092432,-0.0440383,359.9419,92.7378,90.53306,1.379978,0.105328,0.1032777,1.313299,81.67063,88.47668,
0.0224168,1.34476,0.1092895,-0.04401326,359.9304,92.73068,90.53688,1.37991,0.1054247,0.1032598,1.306372,81.67514,88.47456,
0.0229372,1.344795,0.1092621,-0.04403424,359.939,92.72899,90.53436,1.379918,0.1054386,0.1032231,1.301757,81.67164,88.46832,
0.0220837,1.344793,0.1092873,-0.044029,359.9345,92.7338,90.53358,1.379956,0.1053929,0.1032532,1.292265,81.67072,88.47193,
0.0221801,1.344682,0.1092248,-0.04402447,359.9343,92.72005,90.52693,1.379896,0.105391,0.1033219,1.298853,81.65563,88.46181,
0.0222729,1.344756,0.1091088,-0.04400742,359.9333,92.72467,90.53309,1.37992,0.1052626,0.1033895,1.293509,81.66422,88.4632,
0.0219742,1.34477,0.1091555,-0.04406273,359.942,92.72713,90.52226,1.380051,0.1053615,0.1032758,1.299288,81.66788,88.46336,
0.0233359,1.344816,0.1091561,-0.04406381,359.9484,92.72285,90.5259,1.380069,0.1052976,0.1032683,1.297203,81.66957,88.47131,
0.0214902,1.344693,0.1092185,-0.04405391,359.9533,92.71487,90.52784,1.38001,0.1052738,0.1033704,1.290866,81.66343,88.47184,
0.0226791,1.344736,0.1092443,-0.04399955,359.9542,92.72924,90.5207,1.380011,0.1053026,0.1033453,1.288697,81.66476,88.474,
0.0222409,1.344755,0.1092862,-0.04400277,359.9455,92.74221,90.51588,1.380013,0.1052965,0.1032716,1.301316,81.66457,88.46076,
0.0223062,1.344839,0.1092049,-0.04405046,359.9531,92.73388,90.52279,1.380098,0.1053541,0.1032339,1.295386,81.66611,88.45927,
0.0221008,1.344883,0.1092321,-0.04403019,359.9554,92.72662,90.52203,1.380107,0.1054074,0.1032499,1.295789,81.66946,88.466,
0.0218795,1.344758,0.1091725,-0.04399908,359.9424,92.74086,90.52373,1.38002,0.1054516,0.1031919,1.292428,81.67434,88.47527,
0.0220284,1.34468,0.1090965,-0.04400826,359.9509,92.73452,90.525,1.379986,0.1053281,0.1032816,1.299857,81.67442,88.46587,
0.022166,1.344699,0.1091403,-0.04406977,359.951,92.74425,90.52029,1.380098,0.1053758,0.1032754,1.300955,81.67237,88.47081,
0.0225505,1.344754,0.1092345,-0.04413712,359.943,92.73864,90.52149,1.380141,0.1053334,0.1032249,1.292786,81.67799,88.45666,
0.0230038,1.344822,0.1092998,-0.04403389,359.9523,92.73903,90.51598,1.380134,0.1053938,0.1031525,1.287039,81.68456,88.45905,
0.0211818,1.344844,0.1092336,-0.04403782,359.9478,92.73917,90.526,1.380207,0.1053177,0.1031983,1.279843,81.66901,88.46237,
0.023289,1.344787,0.1091635,-0.04398537,359.9496,92.74281,90.52156,1.38013,0.105379,0.1033372,1.269997,81.67909,88.45334,
0.0213607,1.344734,0.1091612,-0.0440129,359.9587,92.74759,90.51999,1.380053,0.1053449,0.1033318,1.277141,81.66926,88.45477,
0.0221322,1.344766,0.1091689,-0.04408991,359.9645,92.73948,90.51911,1.380102,0.105395,0.1032211,1.287609,81.66925,88.46723,
0.0221735,1.344785,0.1092207,-0.04415059,359.965,92.74519,90.5181,1.38013,0.1053643,0.1032625,1.27929,81.66459,88.47031,
0.0227182,1.344786,0.1092511,-0.04411519,359.9554,92.73842,90.52149,1.380122,0.1054347,0.1032603,1.276603,81.65767,88.46458,
0.0219488,1.344835,0.1091997,-0.04405212,359.9525,92.74866,90.5133,1.380156,0.1052689,0.1032867,1.291696,81.65793,88.47449,
0.0216945,1.344805,0.1091508,-0.04401767,359.9621,92.74575,90.52464,1.380121,0.1052482,0.1033076,1.294776,81.6614,88.46467,
0.022405,1.344713,0.1092073,-0.0440594,359.9561,92.75282,90.52673,1.380183,0.1052491,0.1032907,1.280294,81.66382,88.45504,
0.0224063,1.344632,0.1092138,-0.04401898,359.954,92.74179,90.52485,1.380035,0.1052341,0.1031826,1.288849,81.65602,88.46635,
0.0177344,1.344692,0.1092743,-0.04408288,359.9642,92.74829,90.51912,1.380077,0.1052219,0.1032071,1.293879,81.65794,88.46162,
0.0170581,1.344691,0.1093187,-0.0440551,359.958,92.74496,90.52576,1.380122,0.1052506,0.1031919,1.284492,81.65081,88.45225,
0.0162744,1.344764,0.1092831,-0.04408169,359.965,92.7466,90.52064,1.380191,0.1052524,0.1031402,1.28033,81.66038,88.46012,
0.0173589,1.344743,0.109275,-0.04407442,359.9514,92.74183,90.52351,1.380227,0.1052386,0.1032097,1.269126,81.65845,88.44232,
0.0168303,1.344737,0.1092807,-0.04410148,359.9551,92.74456,90.52833,1.380225,0.1052313,0.1032661,1.280161,81.66549,88.46323,
0.0163274,1.344764,0.1092053,-0.04411101,359.9528,92.7495,90.52663,1.380153,0.1052412,0.1031835,1.269853,81.65408,88.4409,
0.0164516,1.34484,0.1092454,-0.04412866,359.9535,92.74705,90.53023,1.38031,0.1052691,0.1031656,1.272017,81.65803,88.43971,
0.0176729,1.344853,0.1091664,-0.04411423,359.9573,92.75487,90.53042,1.380271,0.1052675,0.1031222,1.285302,81.65567,88.44038,
0.0157758,1.344853,0.1091982,-0.04410887,359.9594,92.74908,90.52763,1.380284,0.105395,0.1031613,1.276769,81.65019,88.44311,
0.0153863,1.344824,0.109107,-0.04409456,359.9445,92.74362,90.53427,1.380286,0.1052644,0.1032252,1.278943,81.66975,88.43755,
0.0169022,1.344808,0.1091027,-0.04402614,359.9673,92.74108,90.5267,1.380359,0.1051912,0.1032619,1.285503,81.65941,88.44581,
0.0191267,1.344811,0.1091419,-0.04406893,359.9637,92.74454,90.53676,1.380161,0.1052442,0.103207,1.287367,81.66879,88.436,
0.0171446,1.344682,0.1091291,-0.04401398,359.9604,92.7455,90.52317,1.380166,0.1052827,0.1033056,1.275367,81.66563,88.43947,
0.0164646,1.344796,0.1091559,-0.04408395,359.9669,92.74935,90.52203,1.380255,0.1053526,0.1032338,1.287081,81.66437,88.44049,
0.0171929,1.344861,0.1091868,-0.04407513,359.9676,92.75605,90.52542,1.380274,0.1053208,0.1032186,1.280086,81.66109,88.4521,
0.0170246,1.344833,0.1091858,-0.04410219,359.9719,92.74576,90.52718,1.380355,0.1052849,0.1031768,1.274074,81.65881,88.43548,
0.0234461,1.34486,0.1089981,-0.04409695,359.9739,92.75211,90.53072,1.380193,0.1052276,0.1031249,1.288904,81.65826,88.45084,
0.0186685,1.34476,0.1090592,-0.04412329,359.9714,92.74916,90.51776,1.380167,0.1052657,0.1032436,1.30044,81.67105,88.46267,
0.0198761,1.344773,0.1091607,-0.04414845,359.969,92.74789,90.52871,1.380322,0.1052957,0.1031563,1.296383,81.67067,88.44675,
0.0175311,1.344771,0.1091911,-0.04410982,359.9727,92.75014,90.52848,1.380384,0.1052837,0.1031381,1.29515,81.66511,88.44196,
0.020707,1.344827,0.1091936,-0.04407835,359.9734,92.74756,90.53267,1.380426,0.10528,0.1030545,1.288795,81.66329,88.44353,
0.0173099,1.344798,0.1092952,-0.04414153,359.9794,92.74678,90.51823,1.380342,0.1053511,0.1030134,1.295092,81.66383,88.43497,
0.0156834,1.344778,0.1092184,-0.04421055,359.9796,92.73807,90.52068,1.380221,0.105351,0.1030582,1.286333,81.66543,88.44926,
0.0170995,1.344834,0.1092814,-0.044119,359.9724,92.74144,90.51498,1.380247,0.1053283,0.1030812,1.275862,81.66,88.45173,
0.0180868,1.344847,0.109273,-0.04411781,359.9769,92.74744,90.51699,1.380255,0.1053285,0.1030742,1.27862,81.66266,88.44605,
0.0184735,1.345006,0.1092247,-0.04408574,359.9647,92.74633,90.51437,1.380474,0.1052216,0.1032197,1.284052,81.6622,88.43507,
0.017513,1.345032,0.1091847,-0.04411876,359.9641,92.73483,90.51023,1.380472,0.1052281,0.1031703,1.281753,81.6692,88.42957,
0.0190086,1.344906,0.1091506,-0.04415798,359.9875,92.74522,90.50966,1.380353,0.1051276,0.1031177,1.297616,81.67738,88.43717,
0.0186065,1.344843,0.1092227,-0.04425228,359.9758,92.73875,90.52528,1.380285,0.1052922,0.1030033,1.294086,81.67056,88.44312,
0.0178349,1.34479,0.1091381,-0.04424822,359.9783,92.73972,90.51821,1.380293,0.1053581,0.1030283,1.278682,81.66621,88.44343,
0.0216589,1.34475,0.1091506,-0.04418564,359.9757,92.73687,90.52088,1.380347,0.105399,0.1030159,1.283935,81.67364,88.44473,
0.0177446,1.344818,0.1091498,-0.04424274,359.9741,92.74405,90.51942,1.380363,0.1054004,0.1030176,1.285462,81.66914,88.44099,
0.0187784,1.344851,0.1091943,-0.04411161,359.9781,92.74098,90.51773,1.3804,0.1052191,0.1031275,1.289087,81.67654,88.44048,
0.0198655,1.344782,0.1091655,-0.04407334,359.9824,92.73408,90.52238,1.380338,0.1051976,0.1031666,1.289358,81.68028,88.44733,
0.0325413,1.344827,0.1091134,-0.04414022,359.9817,92.74051,90.50876,1.380278,0.1051291,0.1031034,1.291896,81.68345,88.45979,
0.0228554,1.344783,0.1092316,-0.044204,359.979,92.73633,90.50121,1.380334,0.1053118,0.1029878,1.288549,81.6741,88.45425,
0.0189563,1.34489,0.1091762,-0.0441643,359.975,92.73933,90.50506,1.380458,0.1052645,0.1030045,1.276637,81.67742,88.4582,
0.0179259,1.344879,0.1092669,-0.04416037,359.9726,92.73426,90.50774,1.380461,0.1053082,0.1030005,1.294375,81.68213,88.44889,
0.0174029,1.344826,0.1092001,-0.0442183,359.9682,92.72997,90.50164,1.380451,0.1052375,0.1029792,1.30233,81.67478,88.46023,
0.0182079,1.344873,0.1091528,-0.04403424,359.9715,92.74051,90.50693,1.380458,0.105172,0.1030734,1.297756,81.67259,88.45473,
0.0221941,1.344807,0.1091795,-0.04409099,359.9809,92.73368,90.50149,1.380334,0.1051708,0.1031034,1.299833,81.67159,88.45884,
0.0243538,1.34481,0.1092435,-0.04411232,359.9737,92.74571,90.51086,1.380286,0.1051463,0.1031398,1.297965,81.67645,88.45869,
0.0208335,1.344796,0.1092696,-0.04418886,359.9842,92.74635,90.51141,1.380435,0.1052358,0.1029638,1.306652,81.68146,88.45434,
0.0231293,1.344794,0.1091685,-0.04415274,359.975,92.75102,90.5172,1.38032,0.1052798,0.1030408,1.290294,81.66634,88.45721,
