dt,RightFoot_px,RightFoot_py,RightFoot_pz,RightFoot_rx,RightFoot_ry,RightFoot_rz,LeftFoot_px,LeftFoot_py,LeftFoot_pz,LeftFoot_rx,LeftFoot_ry,LeftFoot_rz,
0.0225933,1.346506,0.1087587,-0.04488635,359.9649,92.74867,90.5789,1.385313,0.1040788,0.1009742,1.292243,81.7502,88.46098,
0.0219051,1.346524,0.1087592,-0.04500568,359.9736,92.74751,90.57124,1.385325,0.1040256,0.100911,1.297912,81.75059,88.45501,
0.0228072,1.346575,0.1087081,-0.0449295,359.9601,92.76459,90.57323,1.385466,0.1039657,0.1009316,1.289847,81.74986,88.45675,
0.0213186,1.346457,0.1088344,-0.04501307,359.969,92.75011,90.58297,1.385419,0.1039219,0.1008979,1.301435,81.74525,88.44466,
0.0227324,1.346488,0.1088138,-0.04495418,359.9651,92.75262,90.59181,1.385363,0.1039751,0.1008663,1.28723,81.7492,88.45227,
0.0221565,1.34647,0.1088052,-0.04487562,359.9714,92.75133,90.59406,1.385274,0.1041251,0.1009178,1.291437,81.7372,88.45459,
0.0222542,1.346447,0.108781,-0.04489779,359.9684,92.75526,90.59534,1.385294,0.104143,0.1009336,1.279597,81.73547,88.45979,
0.0223592,1.346524,0.1086849,-0.04479289,359.967,92.76172,90.59374,1.385354,0.1040895,0.1010052,1.287167,81.73226,88.46461,
0.0222419,1.346599,0.1086621,-0.04478419,359.9617,92.76538,90.58626,1.385332,0.10406,0.1010581,1.278202,81.72841,88.47172,
0.021969,1.346554,0.1087084,-0.04480219,359.962,92.76778,90.58401,1.385378,0.1040591,0.1010441,1.276163,81.72426,88.47269,
0.0220456,1.346535,0.1087112,-0.04484236,359.9585,92.7605,90.58246,1.385324,0.1040373,0.1008785,1.282595,81.7328,88.47567,
0.0230077,1.346554,0.1087123,-0.04487312,359.9671,92.75343,90.58668,1.385337,0.1039808,0.1009251,1.283514,81.72438,88.46703,
0.0221975,1.346591,0.1087102,-0.04487562,359.9568,92.76576,90.57385,1.385334,0.1040585,0.1010022,1.28315,81.74037,88.46227,
0.022087,1.346488,0.1087132,-0.04492307,359.9626,92.75187,90.57752,1.385378,0.1039157,0.1009355,1.294648,81.74229,88.46764,
0.0229706,1.346492,0.1086627,-0.04486203,359.9673,92.7541,90.57784,1.3854,0.1040393,0.1009493,1.29135,81.73834,88.46638,
0.0212036,1.346533,0.1086843,-0.04475486,359.9597,92.75325,90.57199,1.385381,0.1039726,0.1010574,1.288964,81.7397,88.45765,
0.0224791,1.346559,0.1087195,-0.04469633,359.962,92.75582,90.58184,1.385372,0.1040707,0.1010946,1.287966,81.74576,88.46666,
0.0124338,1.346553,0.1087168,-0.04480517,359.9669,92.75875,90.58035,1.385353,0.1041163,0.1010475,1.291044,81.7411,88.46867,
0.0101791,1.346533,0.1087024,-0.04481375,359.966,92.76801,90.57638,1.385304,0.1040193,0.1009753,1.297951,81.74178,88.46688,
0.0093641,1.346494,0.1087528,-0.044855,359.9587,92.75625,90.57816,1.3853,0.1040245,0.1009233,1.306163,81.7504,88.46521,
0.0125095,1.346498,0.1087671,-0.04486346,359.9684,92.75646,90.57851,1.385337,0.1040675,0.100898,1.29041,81.73982,88.45794,
0.0102606,1.346485,0.1087279,-0.0448755,359.9602,92.76201,90.58591,1.385312,0.103982,0.1008509,1.304559,81.73532,88.46363,
0.0112528,1.346526,0.1087018,-0.04488564,359.9632,92.76374,90.5842,1.385293,0.1039842,0.1008381,1.293114,81.73832,88.46386,
0.0107397,1.346516,0.1087413,-0.04487097,359.965,92.75883,90.58453,1.385287,0.1040508,0.1009173,1.306525,81.7371,88.45645,
0.0111874,1.346482,0.1088085,-0.0448637,359.9635,92.75977,90.58291,1.385266,0.1040404,0.1009529,1.310582,81.74005,88.45393,
0.0123217,1.346489,0.1088525,-0.04488087,359.9659,92.75406,90.57928,1.385311,0.1040673,0.100926,1.304964,81.7298,88.45914,
0.0097906,1.346461,0.1088616,-0.04492688,359.9571,92.75969,90.58924,1.385288,0.1040637,0.1008708,1.305914,81.74191,88.47002,
0.0114468,1.34644,0.108847,-0.04493797,359.9643,92.75845,90.58694,1.385332,0.104036,0.1008509,1.29996,81.73408,88.44897,
0.0117855,1.346457,0.108794,-0.04491735,359.9632,92.76407,90.58447,1.385267,0.1040426,0.1008691,1.299276,81.74046,88.45367,
0.010841,1.346469,0.1087931,-0.04491532,359.9664,92.76446,90.58204,1.38526,0.1040393,0.1008651,1.305991,81.74346,88.46083,
0.0104001,1.346529,0.1088195,-0.04489124,359.9608,92.7618,90.57816,1.385317,0.1040426,0.1009157,1.293731,81.73812,88.455,
0.0118657,1.346533,0.1088247,-0.04488015,359.9606,92.76736,90.5809,1.385334,0.1040365,0.1009035,1.294762,81.74405,88.46537,
0.011126,1.346554,0.1087745,-0.04484463,359.9604,92.77207,90.5791,1.38539,0.1040753,0.100949,1.306978,81.73735,88.45678,
0.0105162,1.346557,0.1087474,-0.04486752,359.9607,92.77039,90.5831,1.38541,0.1040847,0.1009551,1.298189,81.74135,88.45974,
0.0118861,1.346502,0.1088104,-0.04485619,359.9618,92.77415,90.58022,1.38535,0.1040894,0.1008593,1.30505,81.73684,88.46285,
0.0100712,1.346489,0.1088023,-0.04484808,359.9571,92.77196,90.58105,1.385357,0.1040831,0.1009111,1.312618,81.74316,88.46172,
0.0112499,1.346486,0.1088532,-0.04487991,359.9616,92.77636,90.58464,1.385365,0.104092,0.1008855,1.305295,81.7431,88.44957,
0.0110834,1.346488,0.1088918,-0.04487586,359.9629,92.77282,90.58134,1.385447,0.1040422,0.1008662,1.308071,81.74008,88.46278,
0.011338,1.346615,0.1087715,-0.04489696,359.9548,92.77064,90.57587,1.385463,0.1040457,0.1008434,1.305138,81.74062,88.46286,
0.0109403,1.346634,0.1087701,-0.04489982,359.9607,92.77621,90.58367,1.385442,0.1040975,0.1008406,1.307584,81.73781,88.45998,
0.0116279,1.346662,0.1087664,-0.04491031,359.9594,92.77177,90.58611,1.385442,0.104092,0.1008283,1.314551,81.74413,88.46301,
0.0104222,1.34662,0.1087957,-0.04491091,359.9628,92.77387,90.57698,1.38544,0.1040885,0.1008849,1.310527,81.73868,88.45885,
0.0112726,1.346594,0.1088472,-0.04489148,359.9569,92.77009,90.57516,1.385406,0.1040825,0.1008129,1.312753,81.73763,88.45383,
0.0123984,1.346565,0.108805,-0.04489911,359.9598,92.76389,90.58088,1.385425,0.1040853,0.1008099,1.314674,81.73431,88.46929,
0.0104494,1.346461,0.1088344,-0.04486835,359.9586,92.75804,90.58095,1.38542,0.1040599,0.1007955,1.327906,81.73285,88.4582,
0.0112572,1.346451,0.1088535,-0.04488134,359.9661,92.76324,90.5776,1.385356,0.104015,0.1008457,1.311752,81.72688,88.46009,
0.0115929,1.346532,0.1087738,-0.04484105,359.9696,92.76555,90.57977,1.38538,0.1038938,0.1008844,1.325377,81.73761,88.45047,
0.011245,1.346509,0.1087803,-0.044837,359.9723,92.76935,90.56943,1.385419,0.1039227,0.1009352,1.326335,81.74142,88.46826,
0.0115613,1.346562,0.1087205,-0.04483926,359.9696,92.77285,90.58138,1.385347,0.103972,0.1009026,1.320509,81.73344,88.46009,
0.0106025,1.346569,0.1086932,-0.04483092,359.9695,92.77313,90.56896,1.385312,0.103986,0.1009521,1.325194,81.73343,88.471,
0.011211,1.346503,0.10873,-0.04486442,359.9699,92.76682,90.57248,1.385291,0.1041086,0.1009016,1.315704,81.73107,88.47279,
0.0112765,1.346511,0.1086708,-0.04486239,359.9734,92.77137,90.57013,1.385339,0.1040862,0.1008842,1.308083,81.73587,88.46835,
0.0130935,1.346471,0.1087297,-0.04486835,359.9669,92.76959,90.57245,1.385332,0.104091,0.1008861,1.31733,81.73376,88.46166,
0.0106512,1.346547,0.1087142,-0.04482615,359.9703,92.7767,90.5747,1.385361,0.1040403,0.1008775,1.311478,81.72729,88.4622,
0.010481,1.346546,0.1087347,-0.04483664,359.9635,92.77737,90.57503,1.385354,0.1040342,0.1008776,1.313379,81.73241,88.465,
0.011608,1.346533,0.1087282,-0.04486191,359.9643,92.78188,90.57351,1.385384,0.104064,0.100875,1.307174,81.72838,88.46575,
0.0109213,1.346525,0.108783,-0.0448277,359.9643,92.77119,90.56779,1.38539,0.1040373,0.1008747,1.310064,81.7321,88.46946,
0.0105998,1.346565,0.108779,-0.04479766,359.9594,92.77364,90.56734,1.385421,0.1039682,0.1009395,1.302877,81.72773,88.47269,
0.011567,1.346556,0.1087888,-0.04479098,359.9575,92.77185,90.56968,1.385415,0.10392,0.1009202,1.310599,81.73228,88.47578,
0.0112147,1.346581,0.1087952,-0.04481864,359.9594,92.77429,90.56874,1.385423,0.1038862,0.1009482,1.311663,81.73167,88.47536,
0.0105728,1.346614,0.1087412,-0.04493594,359.9576,92.77935,90.55888,1.385415,0.103867,0.1009351,1.321021,81.72729,88.471,
0.011552,1.346615,0.1087498,-0.04495621,359.9531,92.78312,90.56516,1.385341,0.10391,0.1009374,1.302921,81.7334,88.46221,
0.0111864,1.346532,0.1087372,-0.04495072,359.964,92.78376,90.56384,1.385325,0.1039385,0.1009369,1.305205,81.73071,88.47276,
0.0106613,1.346533,0.108757,-0.04496741,359.961,92.7829,90.55914,1.38535,0.1040014,0.1009898,1.306476,81.73621,88.46626,
0.0113487,1.346561,0.1087536,-0.04492867,359.9618,92.77745,90.56384,1.385396,0.103995,0.1010056,1.303265,81.7323,88.47186,
0.0110372,1.346605,0.1087554,-0.04488325,359.9642,92.78135,90.5687,1.385393,0.1040114,0.1009761,1.311953,81.7336,88.47092,
0.0110271,1.346644,0.1087582,-0.04484141,359.9634,92.78412,90.56747,1.385448,0.1040587,0.1009498,1.309793,81.73444,88.47201,
0.0113925,1.346611,0.1087273,-0.04484308,359.9643,92.78389,90.57538,1.385387,0.1040425,0.1009194,1.318553,81.74088,88.47169,
0.0115927,1.346589,0.1087399,-0.04483438,359.9652,92.78022,90.56944,1.38535,0.1040778,0.100896,1.312201,81.73441,88.46429,
0.0104136,1.346564,0.1087451,-0.04489219,359.9608,92.7953,90.56684,1.385286,0.1040857,0.1009002,1.318246,81.74105,88.48172,
0.0111083,1.346577,0.1087373,-0.0448947,359.9661,92.78027,90.5629,1.385322,0.1040637,0.1008821,1.317103,81.73997,88.47533,
0.0109552,1.346601,0.1087255,-0.04487181,359.9561,92.77711,90.56855,1.385387,0.1041017,0.1009364,1.314768,81.73593,88.47464,
0.0115569,1.346586,0.1087311,-0.04485607,359.9633,92.78236,90.57189,1.385372,0.1041367,0.1009388,1.310131,81.74552,88.47003,
0.0111454,1.346575,0.1087307,-0.04485774,359.959,92.78255,90.57271,1.385359,0.1040949,0.1009417,1.311016,81.74351,88.47499,
0.0107566,1.346573,0.1087412,-0.04486871,359.9588,92.77924,90.56666,1.385364,0.1040782,0.1009349,1.321294,81.74334,88.47478,
0.0108882,1.346657,0.1086789,-0.04487205,359.966,92.77613,90.55908,1.385351,0.1040407,0.1009408,1.318695,81.74508,88.46846,
0.0125145,1.346678,0.1086965,-0.04487371,359.9626,92.77932,90.56351,1.385325,0.1040202,0.1009555,1.327564,81.74845,88.47335,
0.0103101,1.346574,0.1087118,-0.04489064,359.972,92.77318,90.56158,1.385298,0.1040372,0.100913,1.316789,81.74909,88.46753,
0.0111825,1.346561,0.1087915,-0.04493141,359.968,92.77215,90.56031,1.385288,0.1040519,0.1008697,1.32146,81.75109,88.48311,
0.0109899,1.346622,0.1088662,-0.04496753,359.9702,92.76627,90.55895,1.385294,0.1040536,0.1008451,1.317381,81.74641,88.46434,
0.0104609,1.346596,0.1088745,-0.04492295,359.9708,92.77274,90.56625,1.38535,0.1040566,0.1008728,1.312662,81.74687,88.46278,
0.0113652,1.34658,0.108851,-0.04493201,359.967,92.77113,90.56094,1.385352,0.1040486,0.1008641,1.313624,81.75067,88.45776,
0.0107997,1.346594,0.108792,-0.0449717,359.9644,92.76625,90.56413,1.385385,0.1040765,0.1009076,1.316218,81.75866,88.46026,
0.0112383,1.3466,0.1087615,-0.04497457,359.9702,92.77131,90.56113,1.385345,0.1040238,0.1009064,1.313615,81.75956,88.46134,
0.0111418,1.346644,0.1087286,-0.04491889,359.9635,92.76985,90.55849,1.385337,0.1039919,0.1009607,1.317081,81.7579,88.4635,
0.0112513,1.346603,0.1087489,-0.0449791,359.9773,92.77327,90.56172,1.385383,0.1040035,0.1009766,1.327101,81.76502,88.47282,
0.0113447,1.346587,0.1087232,-0.04499567,359.9695,92.77069,90.55971,1.385356,0.1040646,0.1009125,1.317304,81.75791,88.47002,
0.0109557,1.346601,0.1087381,-0.04491913,359.9651,92.76692,90.55759,1.385384,0.1040458,0.1009479,1.306409,81.75282,88.46932,
0.0112463,1.346576,0.1087152,-0.04492319,359.9668,92.76517,90.56395,1.385348,0.1040227,0.1009444,1.312445,81.75777,88.46971,
0.0111047,1.346596,0.1087312,-0.04489601,359.9698,92.77117,90.55904,1.385391,0.104057,0.1009691,1.304532,81.75084,88.47625,
0.0114784,1.346591,0.1087258,-0.04489267,359.9715,92.77038,90.56458,1.38537,0.104052,0.1009781,1.31156,81.75874,88.46983,
0.0110674,1.346579,0.1087464,-0.04494119,359.9733,92.76476,90.55721,1.385355,0.1040599,0.1009196,1.313779,81.75613,88.47087,
0.0112728,1.346601,0.1088225,-0.04486728,359.9691,92.76832,90.56144,1.385339,0.1040705,0.1009234,1.310696,81.74846,88.46898,
0.0110168,1.346624,0.1087657,-0.04490423,359.9708,92.76804,90.55797,1.385355,0.1040707,0.1009105,1.311934,81.74871,88.46965,
0.0108869,1.346617,0.1087424,-0.04494143,359.9732,92.77254,90.5567,1.385385,0.1040826,0.1009035,1.315077,81.75201,88.47287,
0.0108913,1.346626,0.1087543,-0.04492414,359.9757,92.77125,90.55867,1.385395,0.1040633,0.100878,1.304052,81.74089,88.46897,
0.0111115,1.34661,0.1087549,-0.04493976,359.9737,92.76395,90.56091,1.385404,0.1040745,0.100879,1.299027,81.74361,88.46063,
0.0111793,1.346627,0.108764,-0.04499412,359.9775,92.76753,90.55457,1.385407,0.1040455,0.100883,1.305423,81.74483,88.46251,
0.0110643,1.346593,0.108851,-0.04491091,359.9922,92.76037,90.55839,1.385381,0.1040569,0.1008859,1.301166,81.74055,88.48553,
0.0112755,1.34659,0.108766,-0.04490745,359.9761,92.76788,90.57751,1.38537,0.1039946,0.1009555,1.301242,81.73828,88.47335,
0.0119574,1.346644,0.1088006,-0.04483604,359.9679,92.76641,90.56266,1.385372,0.1040167,0.1009645,1.296708,81.73883,88.45872,
0.0113569,1.346645,0.1087972,-0.04482281,359.9673,92.76228,90.57374,1.385392,0.1040329,0.1009549,1.307121,81.73884,88.49648,
0.0112599,1.346718,0.1086866,-0.04480636,359.9694,92.77014,90.56539,1.385422,0.1039914,0.1009927,1.294028,81.73779,88.46188,
0.0103641,1.346723,0.1087258,-0.04482722,359.9747,92.76543,90.56988,1.385375,0.1039636,0.1010419,1.30225,81.73927,88.48565,
0.012012,1.346682,0.1087127,-0.04482937,359.9734,92.76205,90.56348,1.385444,0.1039858,0.1010182,1.306411,81.73705,88.47418,
0.0109161,1.346746,0.1086893,-0.04494858,359.9644,92.76915,90.5631,1.385395,0.1040371,0.1009225,1.30054,81.73382,88.47401,
0.0104189,1.346693,0.1086582,-0.04495096,359.9718,92.77453,90.5649,1.385416,0.1040468,0.1009104,1.304213,81.73682,88.47244,
0.0117926,1.346645,0.1087297,-0.04500198,359.9719,92.77758,90.56337,1.385382,0.1040056,0.1008928,1.311625,81.74654,88.48264,
0.0107542,1.346617,0.1087101,-0.04499578,359.9706,92.7767,90.56225,1.38534,0.1040245,0.1009185,1.307143,81.73645,88.47441,
0.0113954,1.346696,0.1086791,-0.04495251,359.9752,92.77739,90.55508,1.385326,0.1040061,0.100907,1.313029,81.73695,88.47608,
0.0098643,1.346689,0.1086697,-0.04491138,359.9733,92.77914,90.55867,1.385308,0.1039255,0.1009637,1.30781,81.73227,88.48535,
0.0101785,1.346593,0.1087254,-0.0449425,359.9697,92.77209,90.5546,1.385372,0.1039691,0.1009231,1.31211,81.73499,88.47339,
0.010312,1.346603,0.1087069,-0.04495156,359.9632,92.77668,90.55301,1.385379,0.103969,0.1008875,1.323238,81.74062,88.47472,
0.0102519,1.346636,0.1087227,-0.04492331,359.9661,92.77717,90.55248,1.385415,0.1039943,0.1008836,1.319301,81.74011,88.47797,
0.0114679,1.346632,0.1087073,-0.04489779,359.9703,92.77515,90.55314,1.385404,0.1039699,0.1008883,1.331332,81.74162,88.47675,
0.0111021,1.346479,0.1085784,-0.04490733,359.9732,92.76865,90.55962,1.385282,0.1040582,0.1008509,1.321064,81.73297,88.47616,
0.0108396,1.346483,0.1086092,-0.04484427,359.9729,92.76919,90.55627,1.385294,0.1040957,0.1008615,1.321605,81.74149,88.48023,
0.0112936,1.346539,0.1087056,-0.04487467,359.9704,92.77724,90.55419,1.385341,0.1039777,0.1009021,1.314204,81.7394,88.46587,
0.0112689,1.346668,0.1086421,-0.04482782,359.973,92.77176,90.55566,1.385272,0.1039084,0.1010284,1.316756,81.73772,88.46375,
0.0108303,1.346692,0.1086255,-0.04486692,359.9752,92.78159,90.55464,1.385298,0.1039169,0.1010437,1.321311,81.73963,88.47087,
0.0107956,1.346709,0.1086027,-0.04485762,359.9742,92.77538,90.55166,1.385334,0.1039211,0.1010638,1.316662,81.73695,88.46816,
0.0114778,1.346794,0.1086351,-0.04489934,359.9754,92.77757,90.55286,1.38531,0.1038624,0.1010249,1.324097,81.73813,88.4639,
0.0112596,1.346836,0.108637,-0.04493093,359.9753,92.77344,90.55402,1.385564,0.1038094,0.1008675,1.322934,81.73487,88.45677,
0.0114095,1.346849,0.1086603,-0.04499912,359.9759,92.77013,90.55058,1.385429,0.104015,0.1008033,1.325918,81.73642,88.46072,
0.0101577,1.346513,0.1085852,-0.04494596,359.9815,92.76935,90.55276,1.38543,0.1040128,0.1008178,1.320749,81.73437,88.46345,
0.011193,1.346572,0.1086168,-0.04483867,359.9773,92.77006,90.54619,1.385334,0.1040832,0.1008554,1.320775,81.73017,88.47113,
0.0122091,1.346577,0.1086059,-0.04482186,359.9801,92.77837,90.54733,1.385327,0.1040953,0.1008277,1.318398,81.72689,88.47554,
0.0104537,1.346803,0.108753,-0.04492247,359.978,92.77701,90.55621,1.385369,0.1041167,0.1008677,1.321653,81.73318,88.46728,
0.0109079,1.346858,0.1086603,-0.04498851,359.9782,92.77039,90.55049,1.385336,0.1040886,0.1008425,1.323002,81.73053,88.473,
0.011504,1.346822,0.108787,-0.04503655,359.9703,92.76711,90.5522,1.385364,0.1040679,0.1008066,1.318415,81.72888,88.4736,
0.0108824,1.346705,0.1087582,-0.0449698,359.9624,92.76085,90.57118,1.385358,0.1040834,0.1007886,1.327202,81.73763,88.47582,
0.011062,1.346693,0.1087803,-0.04497051,359.9654,92.76153,90.57414,1.385453,0.1040564,0.1008331,1.324142,81.73305,88.47909,
0.0113912,1.34672,0.1087493,-0.04492295,359.9644,92.76077,90.57129,1.385386,0.1040556,0.1009464,1.318017,81.74013,88.46188,
0.0106124,1.346695,0.1087399,-0.04487896,359.9626,92.75557,90.57697,1.385361,0.1040579,0.100981,1.320148,81.73777,88.45715,
0.0125571,1.346726,0.1087258,-0.04485643,359.9656,92.76421,90.57739,1.385333,0.1041005,0.1009698,1.321983,81.74049,88.46166,
0.0102108,1.346728,0.1087057,-0.04482853,359.9632,92.76611,90.5773,1.385351,0.1040263,0.1009839,1.323077,81.73486,88.45854,
0.0111474,1.346794,0.1087408,-0.04488385,359.9625,92.76622,90.58079,1.385358,0.1039909,0.1009828,1.315089,81.73474,88.46031,
0.0126047,1.346757,0.1087961,-0.04483867,359.9657,92.76443,90.57314,1.385321,0.1040325,0.100976,1.321995,81.73794,88.45068,
0.0102921,1.34674,0.1087478,-0.04484773,359.9613,92.76467,90.57561,1.38534,0.1040302,0.1010822,1.317327,81.73402,88.44642,
0.0097857,1.346736,0.1087542,-0.04485023,359.9576,92.76263,90.57642,1.385324,0.1040372,0.1010207,1.327078,81.74074,88.45546,
0.0113287,1.346736,0.1087375,-0.04488182,359.96,92.76678,90.58193,1.385406,0.1040713,0.1009448,1.326512,81.73846,88.44651,
0.0105336,1.346627,0.1087391,-0.04494643,359.9561,92.76281,90.57515,1.385398,0.1040685,0.1009042,1.319158,81.73233,88.4512,
0.0119089,1.346601,0.1087489,-0.04493022,359.96,92.76714,90.57854,1.385388,0.1040579,0.1009631,1.31656,81.73231,88.45761,
0.0116094,1.34668,0.1087137,-0.04495895,359.9566,92.76615,90.57665,1.385334,0.1040446,0.1009061,1.326671,81.73814,88.45639,
0.010672,1.346693,0.1087722,-0.04490256,359.9584,92.76565,90.57961,1.385332,0.1040362,0.100908,1.321274,81.74462,88.45874,
0.0117416,1.346687,0.1087594,-0.0450002,359.961,92.76376,90.57853,1.385337,0.1040654,0.1009109,1.321943,81.74186,88.45584,
0.0110657,1.346651,0.1087245,-0.04509187,359.9645,92.75502,90.58646,1.38537,0.1040357,0.1008588,1.333483,81.75021,88.45186,
0.0117893,1.346603,0.1087095,-0.04509282,359.9564,92.75742,90.58952,1.385387,0.1041262,0.1007912,1.326323,81.7418,88.45499,
0.0107831,1.346603,0.1087302,-0.04507995,359.9554,92.75731,90.58501,1.385345,0.1039943,0.1009331,1.316496,81.74323,88.44786,
0.0103858,1.346652,0.1086748,-0.04498684,359.9595,92.76334,90.58308,1.385348,0.1039677,0.1009372,1.317378,81.73875,88.44533,
0.0117126,1.346664,0.1086759,-0.0449276,359.9585,92.7663,90.58019,1.385358,0.1039404,0.10094,1.317219,81.73357,88.44766,
0.0110495,1.346692,0.1086751,-0.04492807,359.9661,92.76885,90.5872,1.38537,0.1039791,0.100925,1.309581,81.74076,88.44508,
0.0108726,1.346715,0.1086848,-0.04494679,359.965,92.76312,90.58693,1.385311,0.1039476,0.10071,1.509419,81.72104,88.54133,
0.0105999,1.346714,0.1086627,-0.04498434,359.9539,92.76826,90.58344,1.385866,0.1043564,0.1012832,1.039759,81.84208,88.38293,
0.0118338,1.346571,0.1087016,-0.04498863,359.9569,92.75659,90.59309,1.385883,0.1041585,0.1012726,1.51941,81.79675,88.55692,
0.0107201,1.346575,0.1087407,-0.04494119,359.9567,92.75574,90.58846,1.385626,0.10419,0.1012748,1.283729,81.81423,88.52206,
0.0114032,1.346662,0.1086262,-0.04490912,359.9581,92.75631,90.5834,1.385649,0.104212,0.1013455,1.324789,81.79079,88.48363,
0.0114159,1.346734,0.1086636,-0.04490113,359.9532,92.75169,90.5807,1.385606,0.1041835,0.1016846,1.326832,81.78722,88.52706,
0.0108053,1.346748,0.108644,-0.04488218,359.9636,92.76528,90.58035,1.385735,0.1039894,0.1016283,1.332191,81.81163,88.47989,
0.0112245,1.346686,0.1086392,-0.04486823,359.9526,92.75321,90.58477,1.385398,0.1039006,0.1012629,1.366036,81.80104,88.49734,
0.0114824,1.346752,0.1086646,-0.04490495,359.9471,92.75684,90.58485,1.385327,0.1039968,0.1013666,1.316484,81.8232,88.48777,
0.0110397,1.346649,0.1087236,-0.04487789,359.9453,92.74799,90.59216,1.385197,0.1038146,0.1011358,1.36347,81.8119,88.49295,
0.0108717,1.346671,0.1087279,-0.04489505,359.9453,92.75237,90.59732,1.385159,0.1038817,0.1011496,1.373158,81.81004,88.4901,
0.0106151,1.34665,0.1087202,-0.04486823,359.9387,92.75117,90.58018,1.385004,0.103998,0.101027,1.359359,81.80928,88.47725,
0.0117449,1.346636,0.108703,-0.0448761,359.9436,92.75863,90.58514,1.385413,0.1037757,0.1010959,1.373001,81.81157,88.46375,
0.0105913,1.34666,0.1087136,-0.04494512,359.9491,92.7533,90.58546,1.38544,0.1037291,0.1010767,1.377557,81.8062,88.47255,
0.0112001,1.346661,0.1086846,-0.04493237,359.9456,92.75037,90.57978,1.385323,0.1036607,0.1010768,1.334635,81.8351,88.46085,
0.0117522,1.346675,0.1087069,-0.04496109,359.9532,92.74817,90.58505,1.385097,0.1037747,0.1010439,1.362418,81.83114,88.45874,
0.0111097,1.346731,0.1086689,-0.04491174,359.9503,92.74914,90.58229,1.385074,0.1037615,0.1009979,1.362765,81.82751,88.45991,
0.0103583,1.346722,0.1086625,-0.04490745,359.9476,92.753,90.58073,1.385238,0.1038257,0.1009098,1.383982,81.82227,88.46297,
0.0112475,1.346731,0.1086596,-0.04489839,359.951,92.76283,90.57986,1.385316,0.1039003,0.1009612,1.397838,81.82521,88.46964,
0.0116468,1.346714,0.1086395,-0.04489493,359.9555,92.75172,90.5761,1.385145,0.1041784,0.1009051,1.363265,81.85105,88.50034,
0.0109238,1.346725,0.1086368,-0.0449295,359.9558,92.76068,90.58118,1.385223,0.1041691,0.1009234,1.400709,81.84756,88.47635,
0.0116633,1.34673,0.1086723,-0.04489934,359.955,92.75912,90.58042,1.385191,0.1041817,0.1009576,1.337522,81.85804,88.40212,
0.0117338,1.346747,0.108703,-0.04498231,359.9559,92.7543,90.58054,1.38534,0.1041806,0.100867,1.268943,81.87166,88.34155,
0.0107316,1.346706,0.1087515,-0.04500651,359.9515,92.76118,90.58143,1.38549,0.1040131,0.1011215,1.154312,81.88,88.15788,
0.0112356,1.346698,0.1087438,-0.04499245,359.9538,92.75858,90.58486,1.385464,0.1040068,0.1011274,0.8415762,81.90425,87.76082,
0.011381,1.346591,0.1088279,-0.04496384,359.9593,92.75977,90.5894,1.385234,0.1042483,0.1010945,0.7792495,81.87479,87.61773,
0.0116314,1.346609,0.1088633,-0.04498386,359.9524,92.76424,90.59274,1.385256,0.1042315,0.1011021,0.6994339,81.86639,87.65295,
0.0100883,1.346792,0.108685,-0.0449928,359.9555,92.7588,90.58556,1.385131,0.1043581,0.1010783,0.620125,81.83716,87.60583,
0.0113643,1.346808,0.1086753,-0.04498219,359.9492,92.75787,90.58772,1.385211,0.1043546,0.1010255,0.6795635,81.87167,87.63542,
0.0111349,1.346813,0.1086537,-0.04496849,359.9486,92.76804,90.58567,1.385186,0.1043417,0.1009912,0.7822449,81.8594,87.64939,
0.0110428,1.346775,0.108692,-0.04500115,359.948,92.75729,90.58319,1.38519,0.1043002,0.1008885,0.8376399,81.86777,87.7059,
0.0107224,1.346757,0.1086566,-0.04497766,359.946,92.75905,90.58658,1.385161,0.1042363,0.1007491,0.9454452,81.87739,87.69812,
0.0120605,1.346734,0.1086767,-0.04500055,359.9472,92.75482,90.59138,1.384838,0.1041701,0.1008444,1.598103,81.81396,88.99181,
0.010925,1.34672,0.1086566,-0.04496956,359.9473,92.76154,90.59479,1.385266,0.1042482,0.1008393,2.090508,81.81786,89.99783,
0.01067,1.346705,0.1086754,-0.04493344,359.9447,92.76013,90.58976,1.38509,0.1039293,0.1010174,1.16404,81.99229,88.23666,
0.0115014,1.346682,0.1086428,-0.0449394,359.9428,92.75368,90.59543,1.385,0.1039526,0.1009732,1.369324,81.73258,88.42895,
0.011357,1.346685,0.10863,-0.04492807,359.9421,92.75398,90.60049,1.385225,0.1040298,0.1010723,1.317513,81.83753,88.47947,
0.0105441,1.346688,0.1086638,-0.04490817,359.944,92.75872,90.59684,1.385193,0.1040177,0.1010847,1.310624,81.88189,88.50529,
0.0113018,1.3467,0.1086955,-0.04491448,359.9436,92.76136,90.59467,1.385311,0.1040589,0.1011283,1.334246,81.85728,88.51377,
0.0115278,1.346672,0.1086768,-0.04492331,359.9461,92.75587,90.59468,1.385308,0.1040034,0.1010909,1.339037,81.88196,88.52847,
0.0114634,1.346698,0.1086878,-0.04491961,359.9518,92.76387,90.59466,1.385268,0.1040956,0.1010989,1.306045,81.87143,88.53893,
0.0097362,1.346747,0.1086767,-0.04488909,359.9456,92.76683,90.591,1.385267,0.1040769,0.1011386,1.30305,81.88107,88.52974,
