Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/03/23_11:50:04.933;5.177795;2.029701;216.6527;0.02297974;
MW2;2023/03/23_11:50:15.338;8.392975;57.0453;334.0795;0.01019287;
