Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/03/10_16:43:31.213;14.54444;9.72498;504.4358;0.02280569;
MW2;2023/03/10_16:43:44.741;11.49148;86.37857;364.8492;0.05435181;
