dt,leftfoot_px,leftfoot_py,leftfoot_pz,leftfoot_rx,leftfoot_ry,leftfoot_rz,rightfoot_px,rightfoot_py,rightfoot_pz,rightfoot_rx,rightfoot_ry,rightfoot_rz,hip_px,hip_py,hip_pz,hip_rx,hip_ry,hip_rz,direction_px,direction_py,direction_pz,direction_rx,direction_ry,direction_rz,head_px,head_py,head_pz,head_rx,head_ry,head_rz,locomotionPoint_px,locomotionPoint_py,locomotionPoint_pz,locomotionPoint_rx,locomotionPoint_ry,locomotionPoint_rz,
0.0165675,0.1176383,0.1414297,-0.3161319,273.4364,241.2491,26.05144,-0.1733281,-0.02168274,-0.1628451,274.0111,63.78123,209.7349,0,0,0,0,0,0,0,-0.03333665,0,0,230.5363,0,0,0,0,0,0,0,0.7475861,0.03333665,0.9058154,0,0,0,
0.0174915,0.1242807,0.1414003,-0.3154486,272.6638,207.6384,59.86636,-0.001248598,0.1391668,-0.03370798,272.7169,48.93919,224.0357,0,0,0,0,0,0,0,-0.03333665,0,0,232.8873,0,0,0,0,0,0,0,0.7306997,0.03333665,0.8930385,0,0,0,
0.0165684,0.1286823,0.1420021,-0.3172715,272.3578,225.709,41.51725,0.006828785,0.146292,-0.02996409,272.6178,49.33988,223.4135,0,0,0,0,0,0,0,-0.03333665,0,0,282.4445,0,0,0,0,0,0,0,0.7172738,0.03333665,0.8960013,0,0,0,
0.0165653,0.1279123,0.1377969,-0.3152225,273.5302,250.8309,16.35979,0.0138433,0.1450143,-0.02637911,272.2172,66.56651,206.2395,0,0,0,0,0,0,0,-0.03333665,0,0,255.0996,0,0,0,0,0,0,0,0.7055354,0.03333665,0.8928778,0,0,0,
0.0165686,0.1301033,0.1360517,-0.3133117,273.2341,242.8453,24.25439,0.008007288,0.1459401,-0.0267489,270.9826,43.68388,228.9143,0,0,0,0,0,0,0,-0.03333665,0,0,239.6853,0,0,0,0,0,0,0,0.6934922,0.03333665,0.8858363,0,0,0,
0.0165646,0.1324204,0.1347818,-0.3114409,271.8536,222.8295,44.09451,0.007586718,0.1422033,-0.0265367,270.9336,313.7505,318.7715,0,0,0,0,0,0,0,-0.03333665,0,0,234.5142,0,0,0,0,0,0,0,0.6862779,0.03333665,0.8806931,0,0,0,
0.0165667,0.1333351,0.1353178,-0.3086615,271.8043,279.1463,347.7059,0.007904291,0.1446426,-0.0242821,271.3029,284.1976,348.4301,0,0,0,0,0,0,0,-0.03333665,0,0,215.0033,0,0,0,0,0,0,0,0.6818142,0.03333665,0.874319,0,0,0,
0.0165674,0.1382438,0.1348128,-0.3089321,275.0969,263.9892,3.019162,0.006307721,0.1455956,-0.02285028,272.9768,285.2632,347.2469,0,0,0,0,0,0,0,-0.03333665,0,0,253.5058,0,0,0,0,0,0,0,0.6731801,0.03333665,0.8717623,0,0,0,
0.0165662,0.1405983,0.1291115,-0.3087807,273.2026,233.3171,33.43255,0.007680535,0.1442568,-0.02427065,273.9534,277.1233,355.274,0,0,0,0,0,0,0,-0.03333665,0,0,259.4242,0,0,0,0,0,0,0,0.6674846,0.03333665,0.8706989,0,0,0,
0.0169268,0.1447071,0.1277318,-0.3088961,272.9682,248.1882,18.81088,0.009801269,0.1445003,-0.0239501,275.0045,268.0019,4.273454,0,0,0,0,0,0,0,-0.03333665,0,0,266.8943,0,0,0,0,0,0,0,0.6623017,0.03333665,0.8704177,0,0,0,
