dt,leftfoot_px,leftfoot_py,leftfoot_pz,leftfoot_rx,leftfoot_ry,leftfoot_rz,rightfoot_px,rightfoot_py,rightfoot_pz,rightfoot_rx,rightfoot_ry,rightfoot_rz,hip_px,hip_py,hip_pz,hip_rx,hip_ry,hip_rz,direction_px,direction_py,direction_pz,direction_rx,direction_ry,direction_rz,head_px,head_py,head_pz,head_rx,head_ry,head_rz,
0.0111796,0.257346,0.2923443,-0.3508915,303.2393,7.049351,355.6949,0.5109996,0.1393631,-0.1755067,271.9161,142.1064,220.5013,0,0,0,0,0,0,0.4720199,7.450581E-08,0.1061716,0,0.5017011,0,0,0,0,0,0,0,
0.0109836,0.2598839,0.2990663,-0.346217,303.6021,7.662142,355.0843,0.5134709,0.139643,-0.1711715,271.3008,167.0136,196.2536,0,0,0,0,0,0,0.4723318,7.450581E-08,0.1064001,0,0.2567189,0,0,0,0,0,0,0,
0.0112414,0.2614927,0.3042295,-0.3384314,304.2722,6.980452,355.1915,0.5137485,0.1409738,-0.1661975,272.0911,141.7523,220.8966,0,0,0,0,0,0,0.4723513,7.450581E-08,0.1065937,0,-0.0005113659,0,0,0,0,0,0,0,
0.0110988,0.2628353,0.3091433,-0.3322369,304.4504,6.415125,356.0017,0.5097179,0.1349514,-0.2124196,271.4244,146.4449,216.3967,0,0,0,0,0,0,0.4724916,7.450581E-08,0.1067335,0,359.763,0,0,0,0,0,0,0,
0.0110151,0.2658907,0.3096988,-0.3223337,306.4035,5.443635,357.1402,0.5032871,0.1418533,-0.2036846,271.9391,172.1951,190.8509,0,0,0,0,0,0,0.4723965,7.450581E-08,0.1068489,0,359.5362,0,0,0,0,0,0,0,
0.0114874,0.2666883,0.3105648,-0.317765,310.8628,6.163223,355.4263,0.5049382,0.1402087,-0.2051651,272.4449,168.1015,194.8888,0,0,0,0,0,0,0.4722384,7.450581E-08,0.1069536,0,359.3427,0,0,0,0,0,0,0,
0.0276919,0.2666513,0.3070903,-0.3168699,305.2106,5.037891,358.1805,0.5043492,0.1410744,-0.2072424,272.3858,168.6044,194.3795,0,0,0,0,0,0,0.472014,7.450581E-08,0.1070057,0,359.1884,0,0,0,0,0,0,0,
0.0057845,0.2664106,0.3017416,-0.3081328,302.1864,5.337929,358.225,0.507071,0.1370943,-0.2121354,272.8714,172.3758,190.6862,0,0,0,0,0,0,0.472014,7.450581E-08,0.1070057,0,359.1884,0,0,0,0,0,0,0,
0.0046925,0.2664106,0.3017416,-0.3081328,302.1864,5.337929,358.225,0.507071,0.1370943,-0.2121354,272.8714,172.3758,190.6862,0,0,0,0,0,0,0.471364,7.450581E-08,0.1072492,0,358.8756,0,0,0,0,0,0,0,
0.0058899,0.2669101,0.2950222,-0.3037375,300.4271,4.415419,359.6172,0.5073562,0.137295,-0.2155021,272.6185,168.5145,194.3846,0,0,0,0,0,0,0.471364,7.450581E-08,0.1072492,0,358.8756,0,0,0,0,0,0,0,
0.0110942,0.2679182,0.2902639,-0.2952167,298.8719,5.192713,359.2821,0.5078932,0.1364307,-0.2184634,272.8445,187.7852,175.9099,0,0,0,0,0,0,0.4704033,7.450581E-08,0.1075881,0,358.5504,0,0,0,0,0,0,0,
0.011071,0.2685765,0.2828262,-0.2882944,297.3503,4.282286,0.3726777,0.5062404,0.1366088,-0.2238235,272.8345,157.9773,204.1191,0,0,0,0,0,0,0.4697621,7.450581E-08,0.1077165,0,358.3951,0,0,0,0,0,0,0,
0.0113162,0.2672993,0.2783492,-0.2787714,295.765,3.57618,1.201282,0.5084478,0.1355333,-0.2249026,272.9985,203.3315,160.8591,0,0,0,0,0,0,0.469175,7.450581E-08,0.107768,0,358.2424,0,0,0,0,0,0,0,
0.0109353,0.2689352,0.26931,-0.2693088,294.4626,1.977103,2.618922,0.5078678,0.1358633,-0.2310776,272.568,195.9301,167.5188,0,0,0,0,0,0,0.4684105,7.450581E-08,0.1079282,0,358.1374,0,0,0,0,0,0,0,
0.0112663,0.2681196,0.261025,-0.2615653,293.2625,0.715131,4.017112,0.5070944,0.1375396,-0.2349566,273.1629,174.5067,188.271,0,0,0,0,0,0,0.4678276,7.450581E-08,0.1081033,0,358.0484,0,0,0,0,0,0,0,
0.0110821,0.2672503,0.2560275,-0.2481334,292.8655,359.8535,4.785997,0.5072327,0.1405106,-0.2454463,273.5092,157.5326,204.6781,0,0,0,0,0,0,0.466954,7.450581E-08,0.1082471,0,357.9951,0,0,0,0,0,0,0,
0.0109825,0.2666779,0.2496166,-0.2378727,291.7124,358.189,6.217835,0.5069821,0.1405492,-0.2478336,273.1614,169.4206,193.0579,0,0,0,0,0,0,0.4661128,7.450581E-08,0.1084136,0,357.9297,0,0,0,0,0,0,0,
0.0111674,0.2695063,0.238518,-0.2277435,289.3553,357.0868,7.325356,0.5085262,0.1381857,-0.2492629,273.069,187.5693,175.8025,0,0,0,0,0,0,0.4651553,7.450581E-08,0.1086441,0,357.8703,0,0,0,0,0,0,0,
0.0111312,0.2699777,0.2269342,-0.2176982,287.6397,356.6002,8.024949,0.5051911,0.1387746,-0.2564558,273.032,194.5833,168.8581,0,0,0,0,0,0,0.4641699,7.450581E-08,0.1088869,0,357.7786,0,0,0,0,0,0,0,
0.0114191,0.2670662,0.2234714,-0.2077514,285.7274,355.9956,8.748432,0.5053591,0.1413984,-0.2578783,273.0145,189.4388,173.931,0,0,0,0,0,0,0.4631667,7.450581E-08,0.1091598,0,357.6714,0,0,0,0,0,0,0,
0.0388288,0.2675955,0.2140875,-0.1981291,283.7643,354.6592,10.23041,0.5043031,0.1404212,-0.2624904,273.3421,194.8988,168.3405,0,0,0,0,0,0,0.4619635,7.450581E-08,0.1094423,0,357.6007,0,0,0,0,0,0,0,
0.0059829,0.2628622,0.1891525,-0.1657845,277.6909,350.904,14.18041,0.5025183,0.140301,-0.2771008,273.1512,186.0345,177.326,0,0,0,0,0,0,0.4619635,7.450581E-08,0.1094423,0,357.6007,0,0,0,0,0,0,0,
0.0048273,0.2628622,0.1891525,-0.1657845,277.6909,350.904,14.18041,0.5025183,0.140301,-0.2771008,273.1512,186.0345,177.326,0,0,0,0,0,0,0.4580911,7.450581E-08,0.1105516,0,357.432,0,0,0,0,0,0,0,
0.0054154,0.2627376,0.1830688,-0.1552557,275.764,348.2877,16.73741,0.5022866,0.132961,-0.2689708,273.2165,198.7527,165.0513,0,0,0,0,0,0,0.4580911,7.450581E-08,0.1105516,0,357.432,0,0,0,0,0,0,0,
0.0112519,0.2622552,0.1768754,-0.1455517,274.0277,345.5895,19.36545,0.5015627,0.1345227,-0.2827401,273.3641,200.073,163.6013,0,0,0,0,0,0,0.4550709,7.450581E-08,0.1112534,0,357.4655,0,0,0,0,0,0,0,
0.0110194,0.2623196,0.171721,-0.1363983,272.5797,344.7915,19.89311,0.502162,0.1334767,-0.2823274,272.9434,196.7548,166.3484,0,0,0,0,0,0,0.4534526,7.450581E-08,0.111566,0,357.5308,0,0,0,0,0,0,0,
0.0111313,0.2626085,0.1675746,-0.1280215,271.6287,354.6499,9.7356,0.5007877,0.1321678,-0.283308,273.207,199.1811,164.0664,0,0,0,0,0,0,0.4518743,7.450581E-08,0.1117307,0,357.5755,0,0,0,0,0,0,0,
0.0110732,0.2634456,0.1650026,-0.1204398,271.3296,22.86485,341.0446,0.5029716,0.1375208,-0.2948109,272.9557,192.4432,171.3028,0,0,0,0,0,0,0.4501856,7.450581E-08,0.1117106,0,357.6496,0,0,0,0,0,0,0,
0.0112494,0.2638893,0.162518,-0.1138868,271.4128,51.04971,312.324,0.500744,0.1375363,-0.3020413,273.2041,199.7523,164.1422,0,0,0,0,0,0,0.4484853,7.450581E-08,0.1116914,0,357.7647,0,0,0,0,0,0,0,
0.0113087,0.264804,0.1605537,-0.1069913,271.8631,67.55998,295.2745,0.498661,0.1365101,-0.3017424,273.1201,198.9603,164.5281,0,0,0,0,0,0,0.446698,7.450581E-08,0.1116918,0,357.8948,0,0,0,0,0,0,0,
0.0109483,0.2649047,0.1600416,-0.1024178,272.7628,64.38422,297.7397,0.4995766,0.1355484,-0.301283,273.5895,206.137,157.8742,0,0,0,0,0,0,0.4446776,7.450581E-08,0.1116386,0,358.0689,0,0,0,0,0,0,0,
0.0112486,0.2641127,0.1592283,-0.09851968,273.2932,59.70363,301.6855,0.4970014,0.1355727,-0.3083726,273.2543,196.4304,167.4973,0,0,0,0,0,0,0.4425815,7.450581E-08,0.1116493,0,358.265,0,0,0,0,0,0,0,
0.0112845,0.2680559,0.1559584,-0.0925312,273.6631,49.19601,311.4702,0.4974291,0.1348844,-0.3214658,273.3998,207.6734,156.6519,0,0,0,0,0,0,0.4403039,7.450581E-08,0.1116102,0,358.4698,0,0,0,0,0,0,0,
0.0287063,0.266816,0.1552155,-0.08958733,274.201,37.52425,322.1959,0.4967695,0.1366212,-0.3245394,273.2237,199.3228,164.5761,0,0,0,0,0,0,0.4380381,7.450581E-08,0.111638,0,358.6502,0,0,0,0,0,0,0,
0.006187,0.2664382,0.1493747,-0.08887184,274.9785,314.6104,44.52767,0.4942002,0.1370406,-0.3347789,273.0713,213.8268,150.2337,0,0,0,0,0,0,0.4380381,7.450581E-08,0.111638,0,358.6502,0,0,0,0,0,0,0,
0.0050087,0.2664382,0.1493747,-0.08887184,274.9785,314.6104,44.52767,0.4942002,0.1370406,-0.3347789,273.0713,213.8268,150.2337,0,0,0,0,0,0,0.4332066,7.450581E-08,0.1115605,0,359.0128,0,0,0,0,0,0,0,
0.005219,0.2673512,0.1490612,-0.08824015,271.9804,17.48305,340.8363,0.4939764,0.1391647,-0.3378597,273.2078,219.7673,144.8685,0,0,0,0,0,0,0.4332066,7.450581E-08,0.1115605,0,359.0128,0,0,0,0,0,0,0,
0.009973,0.2653565,0.1511943,-0.09442151,271.9654,339.8844,17.31639,0.489917,0.1391938,-0.350227,273.4281,217.7903,146.7062,0,0,0,0,0,0,0.4278693,7.450581E-08,0.1115186,0,359.4001,0,0,0,0,0,0,0,
0.0110893,0.2631886,0.1565514,-0.0888567,272.6975,188.5729,171.1909,0.4885403,0.1391082,-0.3508545,273.6602,222.9478,141.9191,0,0,0,0,0,0,0.4250292,7.450581E-08,0.111454,0,359.5915,0,0,0,0,0,0,0,
0.0112474,0.2622881,0.1571662,-0.09173155,281.4786,351.4197,5.836469,0.4874218,0.1410964,-0.3565294,273.273,224.9656,139.7833,0,0,0,0,0,0,0.4222851,7.450581E-08,0.1115156,0,359.7989,0,0,0,0,0,0,0,
0.0111907,0.258655,0.1541486,-0.1007208,278.2067,350.5936,8.742906,0.4849637,0.1409395,-0.3611536,272.9629,237.2276,127.4613,0,0,0,0,0,0,0.419457,7.450581E-08,0.1117039,0,0.03674323,0,0,0,0,0,0,0,
0.0110507,0.2619896,0.1476107,-0.1255249,271.8315,242.3194,118.7585,0.4827225,0.1432402,-0.3619452,273.4837,258.0155,107.0904,0,0,0,0,0,0,0.4165034,7.450581E-08,0.1121571,0,0.3069384,0,0,0,0,0,0,0,
0.0109313,0.2639891,0.1537635,-0.1209873,271.847,128.4072,231.5662,0.4809085,0.1442266,-0.3694232,274.1664,261.5029,103.8828,0,0,0,0,0,0,0.413581,7.450581E-08,0.1126687,0,0.5512125,0,0,0,0,0,0,0,
0.0111478,0.2592298,0.1512487,-0.1097077,274.7274,354.8676,5.296312,0.4788324,0.1457605,-0.3697019,274.0914,269.3826,96.91371,0,0,0,0,0,0,0.4105966,7.450581E-08,0.1133648,0,0.8240339,0,0,0,0,0,0,0,
0.0113742,0.2605504,0.1467063,-0.1164384,279.3348,335.3132,24.08364,0.4772936,0.1503084,-0.3756653,273.4893,266.2017,99.78759,0,0,0,0,0,0,0.4076428,7.450581E-08,0.1140079,0,1.1092,0,0,0,0,0,0,0,
0.0110251,0.2623402,0.1435261,-0.1188887,272.6279,90.27177,269.8713,0.4751078,0.1510403,-0.376424,274.0021,293.1638,73.52596,0,0,0,0,0,0,0.4047649,7.450581E-08,0.1146042,0,1.38757,0,0,0,0,0,0,0,
0.0112884,0.2608751,0.1451247,-0.1198642,271.4398,99.20525,260.6086,0.4751315,0.1569645,-0.3786609,274.4525,299.2965,67.74445,0,0,0,0,0,0,0.4019885,7.450581E-08,0.1152342,0,1.6793,0,0,0,0,0,0,0,
0.0278622,0.2596946,0.1480629,-0.1217963,274.0604,329.8736,30.13085,0.473793,0.1688719,-0.3806064,275.6449,329.6227,37.2663,0,0,0,0,0,0,0.3994493,7.450581E-08,0.1158295,0,1.989327,0,0,0,0,0,0,0,
0.006124,0.2625046,0.1464479,-0.1293887,272.1517,43.59526,316.0653,0.4735125,0.1869864,-0.3827084,279.8139,351.5684,15.75094,0,0,0,0,0,0,0.3994493,7.450581E-08,0.1158295,0,1.989327,0,0,0,0,0,0,0,
0.0049722,0.2625046,0.1464479,-0.1293887,272.1517,43.59526,316.0653,0.4735125,0.1869864,-0.3827084,279.8139,351.5684,15.75094,0,0,0,0,0,0,0.3945175,7.450581E-08,0.1169222,0,2.577196,0,0,0,0,0,0,0,
0.0052707,0.2617629,0.1444359,-0.1320595,272.8229,334.5144,25.6334,0.4733907,0.1938653,-0.384118,281.3911,354.6552,13.6433,0,0,0,0,0,0,0.3945175,7.450581E-08,0.1169222,0,2.577196,0,0,0,0,0,0,0,
0.0112507,0.2607307,0.1446583,-0.1333008,271.7054,342.9954,17.34729,0.473948,0.2031021,-0.3812824,284.0744,1.689146,6.313821,0,0,0,0,0,0,0.3901653,7.450581E-08,0.1177329,0,3.129222,0,0,0,0,0,0,0,
0.0108907,0.2596065,0.1437936,-0.1391617,274.6318,10.95134,348.3335,0.4748664,0.2086136,-0.3807814,286.0096,3.145701,5.441975,0,0,0,0,0,0,0.3882499,7.450581E-08,0.1180175,0,3.418653,0,0,0,0,0,0,0,
0.0111703,0.2599678,0.1431365,-0.1407317,270.7975,319.4207,41.39804,0.4758821,0.2175395,-0.3758914,288.7208,4.269159,4.031123,0,0,0,0,0,0,0.386317,7.450581E-08,0.118399,0,3.724486,0,0,0,0,0,0,0,
0.0110123,0.2608833,0.1439152,-0.1456861,273.0653,355.0432,4.505237,0.4744116,0.2256391,-0.3753456,290.3326,3.395583,5.126034,0,0,0,0,0,0,0.3846718,7.450581E-08,0.1187799,0,4.032689,0,0,0,0,0,0,0,
0.0111435,0.2601622,0.142823,-0.1474797,272.4518,323.7616,37.13708,0.472357,0.2310903,-0.3789374,292.063,3.186177,5.367026,0,0,0,0,0,0,0.3830168,7.450581E-08,0.1191793,0,4.320402,0,0,0,0,0,0,0,
0.0109639,0.2595265,0.1440163,-0.1519331,272.5488,351.1711,9.019323,0.4712522,0.2394795,-0.380435,291.9977,5.29649,3.533761,0,0,0,0,0,0,0.3815116,7.450581E-08,0.1194992,0,4.589388,0,0,0,0,0,0,0,
0.0111358,0.2617989,0.1400871,-0.1575335,272.9092,357.5387,2.606383,0.4690069,0.2465045,-0.3827362,292.4694,6.871644,2.575228,0,0,0,0,0,0,0.3802006,7.450581E-08,0.1198842,0,4.800663,0,0,0,0,0,0,0,
0.0110529,0.2623005,0.1426725,-0.1601859,273.2046,17.95388,341.946,0.4670386,0.2559271,-0.3781897,293.4756,8.298468,1.514429,0,0,0,0,0,0,0.3789479,7.450581E-08,0.1202852,0,5.025228,0,0,0,0,0,0,0,
0.0112622,0.2617583,0.1393795,-0.1629049,272.5432,9.262094,350.712,0.4660484,0.2656121,-0.3776892,295.9556,8.057371,2.177905,0,0,0,0,0,0,0.3778793,7.450581E-08,0.1206099,0,5.234698,0,0,0,0,0,0,0,
0.011186,0.2599715,0.1389546,-0.165275,272.459,333.8416,26.55891,0.4640127,0.2728224,-0.3726957,297.3842,8.911756,1.740966,0,0,0,0,0,0,0.3768461,7.450581E-08,0.1209591,0,5.48735,0,0,0,0,0,0,0,
0.0276339,0.2642384,0.1426747,-0.1680863,271.8108,309.1536,51.89491,0.4611071,0.2798781,-0.3706721,298.0481,9.72576,1.611088,0,0,0,0,0,0,0.3759888,7.450581E-08,0.1211729,0,5.780529,0,0,0,0,0,0,0,
0.0059988,0.262982,0.1424882,-0.1722573,272.0924,11.80378,348.5173,0.4599138,0.29456,-0.3629485,300.1491,12.73706,0.00859039,0,0,0,0,0,0,0.3759888,7.450581E-08,0.1211729,0,5.780529,0,0,0,0,0,0,0,
0.00485,0.262982,0.1424882,-0.1722573,272.0924,11.80378,348.5173,0.4599138,0.29456,-0.3629485,300.1491,12.73706,0.00859039,0,0,0,0,0,0,0.3746573,7.450581E-08,0.1218209,0,6.400052,0,0,0,0,0,0,0,
0.0056819,0.2635573,0.1398027,-0.1734786,273.163,335.6269,24.49719,0.4584963,0.2990451,-0.3558835,301.0095,13.3622,359.7397,0,0,0,0,0,0,0.3746573,7.450581E-08,0.1218209,0,6.400052,0,0,0,0,0,0,0,
0.0112716,0.2641492,0.1473606,-0.1716796,270.2853,210.7492,150.018,0.4566084,0.3018072,-0.3504682,301.5467,13.26198,359.6718,0,0,0,0,0,0,0.3740095,7.450581E-08,0.1229215,0,7.141991,0,0,0,0,0,0,0,
0.0109503,0.2633789,0.1462204,-0.1738492,274.9426,354.4335,5.218448,0.4562997,0.3034244,-0.3467904,301.696,12.75664,359.9645,0,0,0,0,0,0,0.3741347,7.450581E-08,0.123547,0,7.516916,0,0,0,0,0,0,0,
0.0111953,0.2611675,0.1443968,-0.178059,270.9951,354.5142,6.092741,0.4539717,0.304445,-0.3488885,299.6022,10.62204,1.818368,0,0,0,0,0,0,0.3742734,7.450581E-08,0.124274,0,7.890212,0,0,0,0,0,0,0,
0.0112112,0.2624465,0.1449108,-0.1778237,271.9322,324.6531,35.91302,0.4551016,0.3019807,-0.3419394,299.0571,10.51708,0.9873372,0,0,0,0,0,0,0.3746375,7.450581E-08,0.1247972,0,8.234808,0,0,0,0,0,0,0,
0.0110383,0.2607853,0.1442671,-0.181389,272.6433,6.980589,352.8667,0.4552227,0.3027174,-0.3335122,299.0808,10.29978,1.011973,0,0,0,0,0,0,0.3750875,7.450581E-08,0.1253168,0,8.59063,0,0,0,0,0,0,0,
0.0110576,0.2612427,0.1442358,-0.1823703,271.6019,304.7033,56.09391,0.4554015,0.3007219,-0.33105,298.6695,10.80454,0.007057,0,0,0,0,0,0,0.3757542,7.450581E-08,0.1257105,0,8.939597,0,0,0,0,0,0,0,
0.0111884,0.2604589,0.1438487,-0.1853955,273.1127,9.225941,350.5256,0.4558873,0.2966142,-0.3253301,296.5567,12.34767,358.1408,0,0,0,0,0,0,0.3764908,7.450581E-08,0.1260391,0,9.288972,0,0,0,0,0,0,0,
0.0109218,0.2611545,0.1441171,-0.1869683,272.0787,324.6655,35.95712,0.456605,0.2941582,-0.3168584,294.3434,12.99944,357.6705,0,0,0,0,0,0,0.3775527,7.450581E-08,0.1263583,0,9.640443,0,0,0,0,0,0,0,
0.0111149,0.2628103,0.1436555,-0.1889123,273.1021,0.6055105,359.332,0.456955,0.2873614,-0.3101913,291.9932,13.67169,357.0499,0,0,0,0,0,0,0.3785136,7.450581E-08,0.1266187,0,9.964778,0,0,0,0,0,0,0,
0.0117685,0.261199,0.1451406,-0.1921283,272.4965,0.1238692,0.2673823,0.4577821,0.2815869,-0.2963351,291.2889,15.08998,355.2358,0,0,0,0,0,0,0.3796895,7.450581E-08,0.1268004,0,10.28514,0,0,0,0,0,0,0,
0.0276031,0.2636765,0.1420972,-0.1945593,273.1564,319.115,41.65636,0.4591107,0.2721224,-0.2844304,290.0836,14.66876,355.6022,0,0,0,0,0,0,0.3809468,7.450581E-08,0.1269717,0,10.60006,0,0,0,0,0,0,0,
0.0063014,0.2628925,0.1436388,-0.199881,271.583,11.77423,348.5102,0.4614726,0.2551386,-0.2654135,287.3252,14.44906,356.2561,0,0,0,0,0,0,0.3809468,7.450581E-08,0.1269717,0,10.60006,0,0,0,0,0,0,0,
0.0046959,0.2628925,0.1436388,-0.199881,271.583,11.77423,348.5102,0.4614726,0.2551386,-0.2654135,287.3252,14.44906,356.2561,0,0,0,0,0,0,0.3837906,7.450581E-08,0.1271538,0,11.14857,0,0,0,0,0,0,0,
0.0054443,0.2633893,0.1435211,-0.2017606,272.264,323.4551,37.16042,0.4623343,0.2490401,-0.2575706,285.7238,15.25589,355.6741,0,0,0,0,0,0,0.3837906,7.450581E-08,0.1271538,0,11.14857,0,0,0,0,0,0,0,
0.0109921,0.2637377,0.1435997,-0.2056563,273.0313,336.498,24.04781,0.4621731,0.2403898,-0.2499559,283.984,15.65958,355.5371,0,0,0,0,0,0,0.3867911,7.450581E-08,0.1274942,0,11.52037,0,0,0,0,0,0,0,
0.0110962,0.2642107,0.1447771,-0.2077849,271.3031,11.41571,348.9698,0.4661353,0.2291372,-0.2391113,282.1395,16.80716,354.5828,0,0,0,0,0,0,0.3883929,7.450581E-08,0.1277213,0,11.65197,0,0,0,0,0,0,0,
0.0110944,0.2629455,0.1444252,-0.2114123,271.5934,305.2032,55.27514,0.4685314,0.2185063,-0.2280401,280.179,18.85249,352.6147,0,0,0,0,0,0,0.3901249,7.450581E-08,0.1279074,0,11.71001,0,0,0,0,0,0,0,
0.0109806,0.2627809,0.1448731,-0.2151737,273.3963,1.817896,358.6744,0.4676799,0.2135463,-0.2232724,277.9111,21.20284,350.3549,0,0,0,0,0,0,0.3918608,7.450581E-08,0.1280755,0,11.75601,0,0,0,0,0,0,0,
0.0111102,0.2620994,0.1439819,-0.2194034,273.1612,343.6179,16.93588,0.4714946,0.2027826,-0.211679,275.5814,25.2644,346.3085,0,0,0,0,0,0,0.393735,7.450581E-08,0.1281922,0,11.73435,0,0,0,0,0,0,0,
0.0111899,0.2609051,0.1438498,-0.2223026,272.1688,50.83081,309.2853,0.4733758,0.194402,-0.2020587,273.294,34.70823,336.8083,0,0,0,0,0,0,0.3956431,7.450581E-08,0.1284365,0,11.72685,0,0,0,0,0,0,0,
0.0110848,0.2605271,0.1433198,-0.2243285,271.5731,332.1456,28.32499,0.4776212,0.1841364,-0.1904389,271.5723,74.02096,297.1945,0,0,0,0,0,0,0.3975329,7.450581E-08,0.128545,0,11.66467,0,0,0,0,0,0,0,
0.0110952,0.2610577,0.1427832,-0.2281166,271.087,340.4461,19.931,0.4801475,0.1767306,-0.1798512,272.0422,148.9549,222.0374,0,0,0,0,0,0,0.3995226,7.450581E-08,0.1285951,0,11.60768,0,0,0,0,0,0,0,
0.0110753,0.2575686,0.1410739,-0.2308861,271.4521,337.6555,22.85279,0.4845324,0.168319,-0.168341,273.7941,170.0258,200.5612,0,0,0,0,0,0,0.4015882,7.450581E-08,0.1286302,0,11.50032,0,0,0,0,0,0,0,
0.0113304,0.2590231,0.1421216,-0.2362121,272.9286,333.9851,26.53292,0.4890865,0.1617279,-0.15716,275.5518,177.0179,193.2656,0,0,0,0,0,0,0.4038283,7.450581E-08,0.1285943,0,11.33071,0,0,0,0,0,0,0,
0.0274866,0.2591609,0.1419907,-0.2404493,272.7557,7.621626,352.7354,0.4924055,0.1568599,-0.1490923,277.0749,179.913,190.0633,0,0,0,0,0,0,0.4061583,7.450581E-08,0.1285665,0,11.12282,0,0,0,0,0,0,0,
0.0057625,0.2562419,0.1434929,-0.2477636,274.3249,6.494157,353.7879,0.4994748,0.1482153,-0.1314415,279.6752,183.866,185.4764,0,0,0,0,0,0,0.4061583,7.450581E-08,0.1285665,0,11.12282,0,0,0,0,0,0,0,
0.0049909,0.2562419,0.1434929,-0.2477636,274.3249,6.494157,353.7879,0.4994748,0.1482153,-0.1314415,279.6752,183.866,185.4764,0,0,0,0,0,0,0.4110035,7.450581E-08,0.1283778,0,10.56988,0,0,0,0,0,0,0,
0.0059797,0.2566311,0.1436884,-0.2530831,271.0602,283.7358,77.55488,0.5029166,0.1449189,-0.124808,280.6938,184.1528,185.0951,0,0,0,0,0,0,0.4110035,7.450581E-08,0.1283778,0,10.56988,0,0,0,0,0,0,0,
0.011243,0.2565587,0.1427758,-0.2564707,271.0622,341.3311,19.18762,0.5066284,0.1419055,-0.1195091,281.7824,184.3143,184.8198,0,0,0,0,0,0,0.4160947,7.450581E-08,0.127658,0,9.90682,0,0,0,0,0,0,0,
0.0111889,0.2559501,0.143429,-0.2603457,272.3103,15.75347,344.4682,0.5091325,0.1378994,-0.1147604,282.6563,185.8254,183.2429,0,0,0,0,0,0,0.4187027,7.450581E-08,0.1270104,0,9.590233,0,0,0,0,0,0,0,
0.0110173,0.2563305,0.1433673,-0.2653649,271.7157,305.1416,56.06356,0.510855,0.1329892,-0.1115569,283.2922,187.0949,182.0902,0,0,0,0,0,0,0.4214582,7.450581E-08,0.1263347,0,9.245707,0,0,0,0,0,0,0,
0.0112932,0.2561408,0.1428695,-0.2700611,272.0061,1.457424,359.07,0.5128129,0.1311724,-0.1093966,283.9734,190.1571,179.2296,0,0,0,0,0,0,0.4242848,7.450581E-08,0.1256508,0,8.91384,0,0,0,0,0,0,0,
0.0109474,0.2582623,0.143225,-0.2739408,273.5475,334.3396,26.91973,0.5150785,0.1384943,-0.0880332,284.9314,199.3548,171.2236,0,0,0,0,0,0,0.427319,7.450581E-08,0.1249977,0,8.564151,0,0,0,0,0,0,0,
0.0110612,0.2577603,0.144829,-0.2812315,273.0378,8.57796,351.8421,0.524345,0.1222758,-0.09750938,279.839,203.9662,164.9171,0,0,0,0,0,0,0.4303069,7.450581E-08,0.1243625,0,8.238879,0,0,0,0,0,0,0,
0.0111197,0.2572947,0.1444669,-0.2847655,272.5353,357.4437,3.134698,0.5217841,0.1235034,-0.1028082,277.9209,201.3621,169.5228,0,0,0,0,0,0,0.4334842,7.450581E-08,0.1238,0,7.926809,0,0,0,0,0,0,0,
0.01106,0.2571605,0.1424713,-0.2893167,273.1417,344.0454,16.72764,0.5242944,0.1197383,-0.1058537,277.7418,189.327,181.998,0,0,0,0,0,0,0.4366531,7.450581E-08,0.123311,0,7.604879,0,0,0,0,0,0,0,
0.0111092,0.2571403,0.1424284,-0.2941747,272.5845,344.2999,16.45463,0.5220479,0.1266556,-0.108405,276.8866,199.5334,172.1441,0,0,0,0,0,0,0.4399779,7.450581E-08,0.1226795,0,7.343044,0,0,0,0,0,0,0,
0.0113072,0.2572232,0.1442151,-0.2983527,270.9883,83.3606,277.343,0.5223861,0.1233139,-0.1150278,275.9238,205.8409,166.3046,0,0,0,0,0,0,0.4434079,7.450581E-08,0.1220456,0,7.05622,0,0,0,0,0,0,0,
0.028134,0.256386,0.1494403,-0.3078768,273.1295,328.337,32.6584,0.5197399,0.1305826,-0.1146203,274.2632,204.6316,168.1384,0,0,0,0,0,0,0.4468135,7.450581E-08,0.1213046,0,6.77379,0,0,0,0,0,0,0,
0.0059197,0.2562437,0.1501849,-0.3159466,272.5536,356.106,4.647943,0.5140669,0.1302266,-0.1166179,272.2516,231.0754,144.7487,0,0,0,0,0,0,0.4468135,7.450581E-08,0.1213046,0,6.77379,0,0,0,0,0,0,0,
0.0054493,0.2562437,0.1501849,-0.3159466,272.5536,356.106,4.647943,0.5140669,0.1302266,-0.1166179,272.2516,231.0754,144.7487,0,0,0,0,0,0,0.4536012,7.450581E-08,0.1196886,0,6.190252,0,0,0,0,0,0,0,
0.0054058,0.2563753,0.1490121,-0.32151,271.8802,347.1629,14.06353,0.5127624,0.1279306,-0.1196762,272.8323,261.3303,115.7099,0,0,0,0,0,0,0.4536012,7.450581E-08,0.1196886,0,6.190252,0,0,0,0,0,0,0,
0.0104725,0.2582103,0.1515374,-0.327458,271.5792,46.27143,314.2507,0.5069698,0.131355,-0.1234733,271.7055,253.3329,123.8143,0,0,0,0,0,0,0.4604192,7.450581E-08,0.1177415,0,5.547377,0,0,0,0,0,0,0,
