dt,leftfoot_px,leftfoot_py,leftfoot_pz,leftfoot_rx,leftfoot_ry,leftfoot_rz,rightfoot_px,rightfoot_py,rightfoot_pz,rightfoot_rx,rightfoot_ry,rightfoot_rz,hip_px,hip_py,hip_pz,hip_rx,hip_ry,hip_rz,direction_px,direction_py,direction_pz,direction_rx,direction_ry,direction_rz,head_px,head_py,head_pz,head_rx,head_ry,head_rz,
0.0054886,0.2200691,0.1408849,-0.4861611,272.5558,358.576,5.818326,0.3970296,0.1373639,-0.5304056,273.0981,210.8726,167.6429,0,0,0,0,0,0,0.3600506,7.450581E-08,-0.2194406,0,355.2175,0,0,0,0,0,0,0,
0.0052338,0.2200691,0.1408849,-0.4861611,272.5558,358.576,5.818326,0.3970296,0.1373639,-0.5304056,273.0981,210.8726,167.6429,0,0,0,0,0,0,0.3600506,7.450581E-08,-0.2194406,0,355.2175,0,0,0,0,0,0,0,
0.0059755,0.2201508,0.1406145,-0.4860237,272.5595,358.6226,5.766898,0.3970101,0.1372926,-0.5302678,273.0949,210.8802,167.6396,0,0,0,0,0,0,0.3598636,7.450581E-08,-0.2192385,0,355.1997,0,0,0,0,0,0,0,
0.0111998,0.2201728,0.1406045,-0.4860271,272.5594,358.4885,5.905915,0.3970323,0.1372225,-0.5303284,273.1112,210.7505,167.7686,0,0,0,0,0,0,0.3597578,7.450581E-08,-0.2191228,0,355.1809,0,0,0,0,0,0,0,
0.0110489,0.2201293,0.1407804,-0.4858936,272.5798,358.5616,5.830947,0.3969812,0.1372261,-0.530331,273.1129,210.7889,167.7351,0,0,0,0,0,0,0.3595889,7.450581E-08,-0.219014,0,355.1607,0,0,0,0,0,0,0,
0.011058,0.2201643,0.140769,-0.4858886,272.5712,358.4842,5.918845,0.3970723,0.1372616,-0.5303873,273.1024,210.8246,167.689,0,0,0,0,0,0,0.3594518,7.450581E-08,-0.2188961,0,355.15,0,0,0,0,0,0,0,
0.0110971,0.2199235,0.1410701,-0.4859196,272.5769,358.4647,5.939741,0.3969752,0.1373465,-0.5302877,273.0933,210.8129,167.6952,0,0,0,0,0,0,0.3593571,7.450581E-08,-0.2187445,0,355.1294,0,0,0,0,0,0,0,
0.0111711,0.2199336,0.1410656,-0.4859107,272.5766,358.468,5.93486,0.3969692,0.1373792,-0.5303303,273.1058,210.7886,167.7143,0,0,0,0,0,0,0.3592347,7.450581E-08,-0.2186062,0,355.1157,0,0,0,0,0,0,0,
0.0110344,0.2199464,0.1410685,-0.4859004,272.5737,358.5513,5.854029,0.396975,0.1373937,-0.5303024,273.1015,210.8693,167.636,0,0,0,0,0,0,0.359069,7.450581E-08,-0.2185122,0,355.1014,0,0,0,0,0,0,0,
0.011343,0.219793,0.1411507,-0.4860388,272.5733,358.2664,6.139318,0.3969076,0.1373045,-0.5303575,273.1049,210.912,167.5972,0,0,0,0,0,0,0.3589299,7.450581E-08,-0.2183379,0,355.0613,0,0,0,0,0,0,0,
0.0108327,0.2196214,0.1412349,-0.4861696,272.5705,358.3894,6.01656,0.3969589,0.1373186,-0.5303943,273.1,210.7497,167.7501,0,0,0,0,0,0,0.358771,7.450581E-08,-0.2181549,0,355.0347,0,0,0,0,0,0,0,
0.0112111,0.2196229,0.1412258,-0.4861752,272.5632,358.2986,6.105915,0.396975,0.1372957,-0.530382,273.1001,210.8327,167.6643,0,0,0,0,0,0,0.3584816,7.450581E-08,-0.2180298,0,355.0284,0,0,0,0,0,0,0,
0.0113771,0.2195156,0.1413569,-0.4862367,272.5687,358.1615,6.248731,0.3968828,0.1374381,-0.5304179,273.1027,210.7619,167.7365,0,0,0,0,0,0,0.3583445,7.450581E-08,-0.2178516,0,354.9916,0,0,0,0,0,0,0,
0.0273441,0.2195199,0.1413643,-0.4862427,272.5633,358.2062,6.205524,0.396879,0.1374557,-0.530404,273.1035,210.7744,167.7213,0,0,0,0,0,0,0.3581673,7.450581E-08,-0.2176787,0,354.9639,0,0,0,0,0,0,0,
0.0056839,0.2193323,0.1416261,-0.486183,272.5708,358.2487,6.16574,0.3969201,0.1373363,-0.530233,273.1068,210.7048,167.8123,0,0,0,0,0,0,0.3580043,7.450581E-08,-0.2174087,0,354.9459,0,0,0,0,0,0,0,
0.0052279,0.2193323,0.1416261,-0.486183,272.5708,358.2487,6.16574,0.3969201,0.1373363,-0.530233,273.1068,210.7048,167.8123,0,0,0,0,0,0,0.3580043,7.450581E-08,-0.2174087,0,354.9459,0,0,0,0,0,0,0,
0.0058226,0.2193084,0.1416318,-0.4861858,272.5587,358.3576,6.055278,0.3969176,0.1373527,-0.5301954,273.107,210.5929,167.912,0,0,0,0,0,0,0.3576761,7.450581E-08,-0.2169344,0,354.8893,0,0,0,0,0,0,0,
0.0113528,0.2193286,0.1417129,-0.486111,272.5605,358.3731,6.04148,0.3970014,0.1374898,-0.5301347,273.0961,210.487,168.0236,0,0,0,0,0,0,0.3574461,7.450581E-08,-0.2166987,0,354.8578,0,0,0,0,0,0,0,
0.0111015,0.2193251,0.141804,-0.4861416,272.5609,358.3132,6.101616,0.3970113,0.1375158,-0.530079,273.0992,210.4914,168.0211,0,0,0,0,0,0,0.3571982,7.450581E-08,-0.2164272,0,354.8223,0,0,0,0,0,0,0,
0.0109655,0.2193147,0.1418543,-0.4861225,272.5453,358.323,6.093088,0.3968568,0.1375003,-0.5300908,273.1077,210.4191,168.088,0,0,0,0,0,0,0.3568804,7.450581E-08,-0.2161381,0,354.8045,0,0,0,0,0,0,0,
0.0110417,0.2192415,0.14188,-0.4861728,272.5601,358.1036,6.31447,0.3969204,0.1375713,-0.5300506,273.1048,210.4286,168.0816,0,0,0,0,0,0,0.3567145,7.450581E-08,-0.215792,0,354.7715,0,0,0,0,0,0,0,
0.0111569,0.2192383,0.1419375,-0.4861434,272.553,358.3293,6.084759,0.3970048,0.1374753,-0.5301863,273.0947,210.3792,168.1367,0,0,0,0,0,0,0.3563861,7.450581E-08,-0.2155666,0,354.7479,0,0,0,0,0,0,0,
0.0112721,0.2192153,0.1418209,-0.4864239,272.5557,358.2489,6.170948,0.3971431,0.1373587,-0.5302552,273.0897,210.1348,168.3723,0,0,0,0,0,0,0.3561077,7.450581E-08,-0.2152735,0,354.7338,0,0,0,0,0,0,0,
0.0108297,0.2191286,0.1418793,-0.4866779,272.524,358.4923,5.918554,0.3971046,0.1372519,-0.5305561,273.0991,210.0871,168.4299,0,0,0,0,0,0,0.3557515,7.450581E-08,-0.2149751,0,354.7094,0,0,0,0,0,0,0,
0.0111806,0.2191408,0.1419194,-0.4867343,272.5301,358.4751,5.941073,0.3971168,0.137244,-0.5305852,273.0966,210.0882,168.4301,0,0,0,0,0,0,0.3553885,7.450581E-08,-0.2146359,0,354.6992,0,0,0,0,0,0,0,
0.0110038,0.2192985,0.1418362,-0.4865752,272.5346,358.3543,6.064352,0.3970568,0.1372268,-0.5305817,273.1018,210.0053,168.5169,0,0,0,0,0,0,0.3549866,7.450581E-08,-0.2142835,0,354.6773,0,0,0,0,0,0,0,
0.0115558,0.2193038,0.1418512,-0.4866163,272.5468,358.4716,5.943122,0.3970596,0.1372302,-0.5305399,273.0996,209.9032,168.6175,0,0,0,0,0,0,0.3546398,7.450581E-08,-0.213899,0,354.6637,0,0,0,0,0,0,0,
0.0287717,0.2192596,0.142025,-0.486413,272.5463,358.5897,5.833894,0.397096,0.1373456,-0.5303663,273.0892,209.8895,168.6326,0,0,0,0,0,0,0.3541918,7.450581E-08,-0.2135047,0,354.6615,0,0,0,0,0,0,0,
0.0056543,0.2191607,0.1420774,-0.4862516,272.5563,358.4495,5.975054,0.3970044,0.1372657,-0.5302874,273.0848,210.0668,168.4555,0,0,0,0,0,0,0.3537419,7.450581E-08,-0.2130716,0,354.6553,0,0,0,0,0,0,0,
0.0051706,0.2191607,0.1420774,-0.4862516,272.5563,358.4495,5.975054,0.3970044,0.1372657,-0.5302874,273.0848,210.0668,168.4555,0,0,0,0,0,0,0.3537419,7.450581E-08,-0.2130716,0,354.6553,0,0,0,0,0,0,0,
0.0047368,0.2191088,0.1420515,-0.486252,272.5529,358.5086,5.910469,0.3970085,0.1373808,-0.5302148,273.0851,209.9149,168.6099,0,0,0,0,0,0,0.3527508,7.450581E-08,-0.2122325,0,354.6664,0,0,0,0,0,0,0,
0.0110376,0.2190917,0.1420667,-0.4862405,272.5451,358.6861,5.744555,0.3970394,0.1373906,-0.5302764,273.0927,209.7711,168.757,0,0,0,0,0,0,0.3522388,7.450581E-08,-0.2117886,0,354.6959,0,0,0,0,0,0,0,
0.0110399,0.2192351,0.1417198,-0.4862655,272.5409,358.452,5.970918,0.39709,0.1372817,-0.5304085,273.0904,209.6726,168.8575,0,0,0,0,0,0,0.3516672,7.450581E-08,-0.2113342,0,354.7118,0,0,0,0,0,0,0,
0.010878,0.2192105,0.1417139,-0.4862961,272.5221,358.6871,5.731246,0.3970896,0.1373236,-0.5304375,273.0843,209.3714,169.1672,0,0,0,0,0,0,0.3510166,7.450581E-08,-0.2108554,0,354.7403,0,0,0,0,0,0,0,
0.0111736,0.2192303,0.1416776,-0.4864184,272.5186,358.4886,5.934147,0.3970997,0.1372526,-0.5304726,273.0853,209.4633,169.0656,0,0,0,0,0,0,0.3504177,7.450581E-08,-0.2102768,0,354.7666,0,0,0,0,0,0,0,
0.0111094,0.2193279,0.1415377,-0.4866025,272.4995,358.5487,5.877323,0.3971997,0.1373074,-0.5304958,273.0717,209.441,169.0865,0,0,0,0,0,0,0.3497332,7.450581E-08,-0.2096547,0,354.8071,0,0,0,0,0,0,0,
0.0113819,0.2193199,0.1415651,-0.4866689,272.4998,358.4971,5.925624,0.397162,0.1372757,-0.5305282,273.0794,209.523,169.002,0,0,0,0,0,0,0.3490626,7.450581E-08,-0.2090184,0,354.8485,0,0,0,0,0,0,0,
0.0108609,0.2194146,0.1414621,-0.4866748,272.4907,358.6607,5.76607,0.3970846,0.1372235,-0.5305433,273.0765,209.5232,169.0035,0,0,0,0,0,0,0.3483074,7.450581E-08,-0.2083471,0,354.9076,0,0,0,0,0,0,0,
0.0110937,0.2192636,0.1415827,-0.4867697,272.5023,358.7039,5.726092,0.3970931,0.1371241,-0.5305445,273.0733,209.3647,169.164,0,0,0,0,0,0,0.347431,7.450581E-08,-0.2076586,0,354.9567,0,0,0,0,0,0,0,
0.0111247,0.2195009,0.1414053,-0.4864521,272.5166,358.8042,5.613619,0.39704,0.137176,-0.5304105,273.0764,209.2106,169.3248,0,0,0,0,0,0,0.3465628,7.450581E-08,-0.2069308,0,355.0168,0,0,0,0,0,0,0,
0.0112213,0.2196025,0.1413972,-0.4861979,272.5257,358.7822,5.659085,0.3971623,0.1373177,-0.5303004,273.0634,209.2055,169.3287,0,0,0,0,0,0,0.3456395,7.450581E-08,-0.2062235,0,355.0641,0,0,0,0,0,0,0,
0.0294898,0.2196188,0.1414096,-0.4861928,272.5153,358.8471,5.587924,0.3971605,0.1373205,-0.5303484,273.0569,209.0537,169.4806,0,0,0,0,0,0,0.3447046,7.450581E-08,-0.2055684,0,355.1309,0,0,0,0,0,0,0,
0.0055108,0.2193331,0.1418705,-0.4862396,272.5234,358.9135,5.525641,0.3971754,0.1373367,-0.5303804,273.0541,208.8158,169.7221,0,0,0,0,0,0,0.343681,7.450581E-08,-0.2049266,0,355.1732,0,0,0,0,0,0,0,
0.0052437,0.2193331,0.1418705,-0.4862396,272.5234,358.9135,5.525641,0.3971754,0.1373367,-0.5303804,273.0541,208.8158,169.7221,0,0,0,0,0,0,0.343681,7.450581E-08,-0.2049266,0,355.1732,0,0,0,0,0,0,0,
0.0048484,0.2194452,0.1416001,-0.4863738,272.5177,359.0293,5.405521,0.397179,0.1373463,-0.5303506,273.0531,208.996,169.5389,0,0,0,0,0,0,0.3413777,7.450581E-08,-0.2039581,0,355.2685,0,0,0,0,0,0,0,
0.0103197,0.2195508,0.1414545,-0.4865459,272.496,359.1167,5.323125,0.39728,0.1374252,-0.5303277,273.0378,208.815,169.7121,0,0,0,0,0,0,0.340102,7.450581E-08,-0.2034273,0,355.345,0,0,0,0,0,0,0,
0.0110469,0.2195524,0.1414468,-0.4865295,272.4951,359.3916,5.051074,0.3973067,0.1374273,-0.5303265,273.0375,208.82,169.7117,0,0,0,0,0,0,0.3388147,7.450581E-08,-0.2028346,0,355.4235,0,0,0,0,0,0,0,
0.0113003,0.2195616,0.1412928,-0.4865413,272.5075,359.3593,5.084775,0.3972046,0.1371999,-0.5306281,273.0502,208.7344,169.8004,0,0,0,0,0,0,0.3373979,7.450581E-08,-0.2021858,0,355.5151,0,0,0,0,0,0,0,
0.0109588,0.2195593,0.1412892,-0.4865488,272.5034,359.3255,5.120418,0.3971297,0.1372602,-0.530471,273.0428,208.855,169.6795,0,0,0,0,0,0,0.3359698,7.450581E-08,-0.2015387,0,355.6064,0,0,0,0,0,0,0,
0.0111622,0.2194855,0.1412835,-0.4863933,272.5078,359.1304,5.320348,0.3971683,0.137342,-0.5304109,273.0449,208.5943,169.9395,0,0,0,0,0,0,0.3344063,7.450581E-08,-0.200733,0,355.7163,0,0,0,0,0,0,0,
0.0110909,0.2195766,0.1412902,-0.486112,272.5258,359.5919,4.860822,0.3970358,0.1373575,-0.5306526,273.0353,208.7246,169.8144,0,0,0,0,0,0,0.3328452,7.450581E-08,-0.2000223,0,355.82,0,0,0,0,0,0,0,
0.0110637,0.2195555,0.1413124,-0.486035,272.5478,359.1508,5.308615,0.3971096,0.1374538,-0.5305396,273.0286,208.7085,169.845,0,0,0,0,0,0,0.3312004,7.450581E-08,-0.1992998,0,355.9397,0,0,0,0,0,0,0,
0.0113016,0.2194438,0.1414244,-0.4860438,272.55,359.3793,5.082231,0.3970673,0.1374977,-0.5304925,273.0318,208.4469,170.1074,0,0,0,0,0,0,0.3295111,7.450581E-08,-0.1986406,0,356.0705,0,0,0,0,0,0,0,
0.0108766,0.2194518,0.1413841,-0.4861475,272.5492,359.2692,5.17893,0.3970917,0.1376283,-0.530332,273.0231,208.4768,170.0847,0,0,0,0,0,0,0.3276715,7.450581E-08,-0.1980172,0,356.2412,0,0,0,0,0,0,0,
0.0114096,0.21943,0.1413536,-0.4861497,272.5314,358.9169,5.550266,0.3970655,0.1376231,-0.5300723,272.9284,209.1931,169.375,0,0,0,0,0,0,0.3259334,7.450581E-08,-0.1973659,0,356.4146,0,0,0,0,0,0,0,
0.0274117,0.2193224,0.1415033,-0.4861827,272.5839,358.9837,5.481618,0.3970815,0.1376593,-0.530216,272.861,209.8163,168.7594,0,0,0,0,0,0,0.3241743,7.450581E-08,-0.1967401,0,356.6152,0,0,0,0,0,0,0,
0.0053521,0.2193035,0.1414428,-0.4863157,272.5167,358.9788,5.495908,0.3971307,0.13778,-0.530021,272.7957,210.1736,168.4332,0,0,0,0,0,0,0.3224674,7.450581E-08,-0.1960221,0,356.7968,0,0,0,0,0,0,0,
