dt,leftfoot_px,leftfoot_py,leftfoot_pz,leftfoot_rx,leftfoot_ry,leftfoot_rz,rightfoot_px,rightfoot_py,rightfoot_pz,rightfoot_rx,rightfoot_ry,rightfoot_rz,hip_px,hip_py,hip_pz,hip_rx,hip_ry,hip_rz,direction_px,direction_py,direction_pz,direction_rx,direction_ry,direction_rz,head_px,head_py,head_pz,head_rx,head_ry,head_rz,locomotionPoint_px,locomotionPoint_py,locomotionPoint_pz,locomotionPoint_rx,locomotionPoint_ry,locomotionPoint_rz,
0.0170073,0.04715288,0.176527,-0.004465103,279.0514,345.1025,19.57528,0.2173626,0.1318376,-0.09587014,271.9795,229.9276,134.3658,0,0,0,0,0,0,0,-0.03333665,0,0,13.10517,0,0,0,0,0,0,0,0.3187031,0.03333665,0.5342517,0,0,0,
0.0255354,0.04832935,0.170155,0.006336689,278.1114,344.6989,20.67514,0.2165396,0.1324766,-0.09901607,271.3762,221.9161,142.4781,0,0,0,0,0,0,0,-0.03333665,0,0,2.326532,0,0,0,0,0,0,0,0.3192653,0.03333665,0.5374837,0,0,0,
0.0325935,0.04851556,0.1627526,0.01693749,276.0046,5.169263,359.9522,0.2151773,0.1320653,-0.1046491,271.681,270.0143,94.3223,0,0,0,0,0,0,0,-0.03333665,0,0,355.7362,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0237487,0.0484252,0.1569901,0.02604413,274.6206,8.394464,357.4711,0.2159745,0.1320548,-0.1089891,271.5542,241.1607,122.8661,0,0,0,0,0,0,0,-0.03333665,0,0,359.9424,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0178229,0.05028653,0.153372,0.03616214,272.4223,6.912485,358.7185,0.2154658,0.131896,-0.1122302,270.737,269.1287,95.45928,0,0,0,0,0,0,0,-0.03333665,0,0,5.475245,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0169752,0.05029023,0.147965,0.04579902,272.6841,14.78961,351.2073,0.2166654,0.1318221,-0.1165419,272.1709,254.8315,109.6466,0,0,0,0,0,0,0,-0.03333665,0,0,5.475245,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0165676,0.05266595,0.1451688,0.05572534,272.5076,22.55264,343.2804,0.2151804,0.133687,-0.1200072,271.0416,285.7698,78.18538,0,0,0,0,0,0,0,-0.03333665,0,0,359.624,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0167686,0.05272794,0.1422193,0.06272697,272.9623,33.42732,332.369,0.2145668,0.1338682,-0.1254485,271.764,291.3608,73.00066,0,0,0,0,0,0,0,-0.03333665,0,0,359.624,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.032723,0.05474091,0.1397243,0.07129455,272.4343,42.04614,323.6104,0.2158432,0.133306,-0.1290339,271.4742,248.2372,116.0831,0,0,0,0,0,0,0,-0.03333665,0,0,355.355,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0319554,0.0558387,0.1374624,0.07803106,272.3488,43.2618,322.2947,0.2148218,0.1336906,-0.1322471,271.6259,260.584,103.7243,0,0,0,0,0,0,0,-0.03333665,0,0,5.042044,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0243421,0.05859411,0.134954,0.08175516,271.5114,49.30744,315.9962,0.2145611,0.1325521,-0.139029,272.7427,319.2312,45.39316,0,0,0,0,0,0,0,-0.03333665,0,0,357.8466,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0167356,0.06047964,0.131994,0.08650851,270.4567,97.21387,267.758,0.214771,0.1306245,-0.141378,272.2241,249.9029,114.2785,0,0,0,0,0,0,0,-0.03333665,0,0,4.420669,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
0.0163985,0.0621686,0.1297729,0.09089828,270.8446,199.3587,165.3405,0.2128758,0.13167,-0.1466378,271.6552,253.8414,110.5751,0,0,0,0,0,0,0,-0.03333665,0,0,4.420669,0,0,0,0,0,0,0,0.3193519,0.03333665,0.5396169,0,0,0,
