Task;Timestamp;ComplTime;InitAngErr;EstPathLen;RecallTime
MW1;2023/03/10_14:49:19.282;21.57778;14.9173;669.9338;0.02440572;
MW2;2023/03/10_14:49:33.515;12.03968;73.63916;677.3777;0.05261612;
